id,name,slug,rank,orapm,drapm,rapm
203957,Dante Exum,UTA,223,-0.618635961665129,-0.467135247016863,-1.08577120868199
201585,Kosta Koufos,SAC,224,-0.249927886261182,-0.840658934989102,-1.09058682125028
204020,Tyler Johnson,MIA,225,-0.783567191229317,-0.327662105469938,-1.11122929669926
203083,Andre Drummond,DET,226,-1.17186786588953,0.0176880810678528,-1.15417978482168
203110,Draymond Green,GSW,227,-0.237596382898329,-0.997344707160188,-1.23494109005852
202687,Bismack Biyombo,CHA,228,-1.1630371105164,-0.0935312670601336,-1.25656837757654
201569,Eric Gordon,HOU,229,-0.625098443883063,-0.64091917677789,-1.26601762066095
1626143,Jahlil Okafor,NOP,230,-1.3044988203739,0.0375727514542916,-1.26692606891961
201980,Danny Green,TOR,231,-0.279937853262745,-1.02375851257761,-1.30369636584036
2548,Dwyane Wade,MIA,232,-1.58670414496351,0.266788546549035,-1.31991559841448
203089,John Henson,CLE,233,-1.0236034616907,-0.356632222163667,-1.38023568385437
201571,D.J. Augustin,ORL,234,-2.53467356521558,1.15250760975786,-1.38216595545773
202693,Markieff Morris,WAS,235,-1.08503460838847,-0.329786971672133,-1.4148215800606
202694,Marcus Morris,BOS,236,-0.357891906300956,-1.09380299669324,-1.4516949029942
1626150,Andrew Harrison,NOP,237,-0.613509252103899,-0.852772543633675,-1.46628179573757
203469,Cody Zeller,CHA,238,-0.783452650912531,-0.718309484218082,-1.50176213513061
203382,Aron Baynes,BOS,239,-0.143064575292069,-1.40480482413513,-1.5478693994272
202714,Shelvin Mack,MEM,240,-1.15531464757207,-0.398475264571854,-1.55378991214392
202357,Nemanja Bjelica,SAC,241,-0.827269371964859,-0.729054448465675,-1.55632382043053
