id_player,name_player,name_player_summary_nbastatr,gp_calc_total,gp_summary_nbastatr,poss_calc_o,poss_calc_d,poss_calc_total,mp_calc_o,mp_calc_d,mp_calc_total,mp_game_logs_nbastatr,mp_summary1_nbastatr,mp_summary2_nbastatr,pts_calc_o,pts_calc_d,pts_o_per100_calc,pm_calc,pm_game_logs_nbastatr
2365,Chris Andersen,Chris Andersen,27,27,906,886,1792,198.966666666667,198.2,397.166666666667,404,402,402,790,862,87.19646799117,-72,-72
201569,Eric Gordon,Eric Gordon,45,45,3405,3438,6843,722.7,755.9,1478.6,1481,1481,1481,3140,3213,92.2173274596182,-73,-73
1713,Vince Carter,Vince Carter,60,60,2361,2333,4694,508.466666666667,497.683333333333,1006.15,1009,1005,1005,2108,2182,89.2842016094875,-74,-35
200826,J.J. Barea,J.J. Barea,74,74,3783,3857,7640,851.216666666667,808.716666666667,1659.93333333333,1666,1667,1667,3553,3627,93.9201691779011,-74,-70
202720,Jon Leuer,Jon Leuer,67,67,3015,3013,6028,615.766666666667,637.966666666667,1253.73333333333,1258,1255,1255,2699,2777,89.5190713101161,-78,-67
203142,Chris Copeland,Chris Copeland,24,24,347,361,708,76.6833333333333,78.3333333333333,155.016666666667,158,156,156,284,366,81.8443804034582,-82,-79
2399,Mike Dunleavy,Mike Dunleavy,31,31,1611,1623,3234,353.85,343.516666666667,697.366666666667,702,703,703,1492,1575,92.6132836747362,-83,-69
2216,Zach Randolph,Zach Randolph,68,68,4565,4493,9058,1044.31666666667,967.083333333333,2011.4,2019,2016,2016,4111,4195,90.0547645125958,-84,-11
2400,Drew Gooden,Drew Gooden,30,30,714,719,1433,151.416666666667,150.333333333333,301.75,304,305,305,617,701,86.4145658263305,-84,-83
101135,David Lee,David Lee,55,55,2105,2145,4250,450.083333333333,455.083333333333,905.166666666667,904,903,903,1854,1938,88.0760095011877,-84,-84
202962,Greg Smith,Greg Smith,18,18,442,440,882,95,95.95,190.95,194,192,192,370,455,83.710407239819,-85,-77
203949,James Michael McAdoo,James Michael McAdoo,40,41,619,618,1237,129.616666666667,129.7,259.316666666667,263,262,262,545,631,88.0452342487884,-86,-88
203148,Brian Roberts,Brian Roberts,51,51,1083,1088,2171,236.75,228.466666666667,465.216666666667,473,470,470,940,1027,86.7959372114497,-87,-63
203546,Ian Clark,Ian Clark,66,66,1324,1392,2716,289.516666666667,283.266666666667,572.783333333333,579,578,578,1237,1324,93.429003021148,-87,-79
2570,Kendrick Perkins,Kendrick Perkins,37,37,1241,1251,2492,267.883333333333,274.383333333333,542.266666666667,542,542,542,1165,1253,93.8759065269944,-88,-77
202693,Markieff Morris,Markieff Morris,64,64,3852,3764,7616,796.433333333333,820.966666666667,1617.4,1630,1629,1629,3438,3527,89.2523364485981,-89,-90
2746,Josh Smith,Josh Smith,55,55,2064,2095,4159,429.95,450.583333333333,880.533333333333,878,880,880,1805,1895,87.4515503875969,-90,-75
201603,Sonny Weems,Sonny Weems,43,43,1227,1186,2413,245.25,252.033333333333,497.283333333333,501,499,499,1040,1130,84.759576202119,-90,-97
202338,Kevin Seraphin,Kevin Seraphin,48,48,1183,1201,2384,266.05,260.25,526.3,530,526,526,995,1085,84.1081994928149,-90,-86
2034,Mike Miller,Mike Miller,44,47,885,861,1746,187.833333333333,184.25,372.083333333333,372,373,373,744,835,84.0677966101695,-91,-90
2743,Kris Humphries,Kris Humphries,53,53,1986,1992,3978,397.083333333333,435.85,832.933333333333,836,835,835,1786,1877,89.9295065458207,-91,-105
200752,Rudy Gay,Rudy Gay,70,70,5713,5723,11436,1148.16666666667,1221.23333333333,2369.4,2382,2379,2379,5251,5343,91.9131804656048,-92,-82
203156,Henry Sims,Henry Sims,14,14,619,618,1237,131.2,131.966666666667,263.166666666667,263,263,263,524,616,84.6526655896608,-92,-94
203085,Austin Rivers,Austin Rivers,67,67,3339,3535,6874,734.433333333333,733.883333333333,1468.31666666667,1465,1464,1464,3055,3149,91.4944594189877,-94,-163
202349,Greivis Vasquez,Greivis Vasquez,23,23,1038,1073,2111,227.2,232.166666666667,459.366666666667,461,460,460,894,989,86.1271676300578,-95,-92
2419,Tayshaun Prince,Tayshaun Prince,77,77,3254,3334,6588,724.766666666667,731.933333333333,1456.7,1462,1462,1462,2927,3023,89.9508297480025,-96,-133
1626191,Chris McCullough,Chris McCullough,24,24,857,844,1701,179.7,179.983333333333,359.683333333333,363,362,362,757,857,88.3313885647608,-100,-119
101111,Charlie Villanueva,Charlie Villanueva,61,62,1545,1539,3084,332.516666666667,325.9,658.416666666667,664,665,665,1357,1460,87.831715210356,-103,-88
101181,Jose Calderon,Jose Calderon,72,72,4509,4564,9073,1036.15,980.366666666667,2016.51666666667,2026,2024,2024,4148,4251,91.993790197383,-103,-76
201959,Taj Gibson,Taj Gibson,73,73,4438,4523,8961,960.783333333333,969.866666666667,1930.65,1935,1936,1936,3970,4073,89.4547093285264,-103,-153
203101,Miles Plumlee,Miles Plumlee,61,61,2002,2045,4047,431.7,437.316666666667,869.016666666667,869,870,870,1728,1832,86.3136863136863,-104,-99
203088,Kendall Marshall,Kendall Marshall,30,30,949,968,1917,199.7,200.316666666667,400.016666666667,399,400,400,842,947,88.7249736564805,-105,-114
203382,Aron Baynes,Aron Baynes,81,81,2857,2786,5643,620.616666666667,607.45,1228.06666666667,1241,1233,1233,2535,2640,88.7294364718236,-105,-52
1626169,Stanley Johnson,Stanley Johnson,73,73,3994,3849,7843,847.433333333333,839.733333333333,1687.16666666667,1685,1687,1687,3481,3586,87.1557336004006,-105,-132
204038,Langston Galloway,Langston Galloway,82,82,4631,4655,9286,1025.11666666667,998.566666666667,2023.68333333333,2032,2033,2033,4122,4228,89.0088533793997,-106,-103
101141,Ersan Ilyasova,Ersan Ilyasova,74,74,4503,4274,8777,943.233333333333,933.95,1877.18333333333,1882,1881,1881,3959,4068,87.9191650011104,-109,-141
1626204,Larry Nance Jr.,Larry Nance Jr.,63,63,2915,2903,5818,649.383333333333,617.333333333333,1266.71666666667,1268,1266,1266,2574,2683,88.3018867924528,-109,-96
201954,Darren Collison,Darren Collison,74,74,5331,5387,10718,1080.25,1139.31666666667,2219.56666666667,2216,2219,2219,4918,5031,92.2528606265241,-113,-69
203487,Michael Carter-Williams,Michael Carter-Williams,54,54,3816,3847,7663,809.883333333333,833.15,1643.03333333333,1649,1649,1649,3409,3525,89.3343815513627,-116,-130
1626157,Karl-Anthony Towns,Karl-Anthony Towns,82,82,6063,6076,12139,1291.48333333333,1326.15,2617.63333333333,2620,2627,2627,5647,5763,93.1387102094673,-116,-131
203948,Johnny O'Bryant III,Johnny O'Bryant,65,66,1915,1959,3874,424.466666666667,432.666666666667,857.133333333333,860,857,857,1692,1809,88.355091383812,-117,-131
201568,Danilo Gallinari,Danilo Gallinari,53,53,4356,4222,8578,928.8,908,1836.8,1837,1839,1839,3892,4011,89.3480257116621,-119,-99
202357,Nemanja Bjelica,Nemanja Bjelica,60,60,2505,2490,4995,539.15,534.266666666667,1073.41666666667,1078,1075,1075,2263,2382,90.3393213572854,-119,-127
203933,T.J. Warren,T.J. Warren,47,47,2576,2506,5082,537.066666666667,530.316666666667,1067.38333333333,1065,1070,1070,2292,2411,88.9751552795031,-119,-111
202702,Kenneth Faried,Kenneth Faried,67,67,4029,3871,7900,853.35,835.45,1688.8,1697,1694,1694,3628,3749,90.0471581037478,-121,-109
202708,Norris Cole,Norris Cole,45,45,2783,2753,5536,576,615.133333333333,1191.13333333333,1199,1198,1198,2529,2650,90.8731584620913,-121,-101
203112,Quincy Acy,Quincy Acy,59,59,2117,2111,4228,430.75,439.116666666667,869.866666666667,877,876,876,1831,1955,86.4903164855928,-124,-126
202328,Greg Monroe,Greg Monroe,79,79,5273,5301,10574,1143.91666666667,1163.41666666667,2307.33333333333,2316,2314,2314,4858,4983,92.1297174284089,-125,-112
202388,Donald Sloan,Donald Sloan,61,61,2967,3007,5974,662.783333333333,652.583333333333,1315.36666666667,1316,1318,1318,2753,2878,92.7873272665993,-125,-125
201577,Robin Lopez,Robin Lopez,82,82,4963,4975,9938,1129.28333333333,1070.13333333333,2199.41666666667,2219,2219,2219,4480,4606,90.2679830747532,-126,-100
1626144,Emmanuel Mudiay,Emmanuel Mudiay,68,68,4913,4790,9703,1032.81666666667,1027.65,2060.46666666667,2067,2068,2068,4421,4547,89.9857520863016,-126,-117
203940,Adreian Payne,Adreian Payne,52,52,1103,1137,2240,241.416666666667,241.583333333333,483,486,486,486,986,1117,89.3925657298277,-131,-120
201962,Toney Douglas,Toney Douglas,61,61,2971,2914,5885,623.35,637.166666666667,1260.51666666667,1264,1262,1262,2744,2876,92.3594749242679,-132,-140
201171,Carl Landry,Carl Landry,36,36,1329,1348,2677,288.316666666667,280.016666666667,568.333333333333,570,569,569,1210,1343,91.04589917231,-133,-111
2755,Kevin Martin,Kevin Martin,55,55,2530,2524,5054,557.833333333333,534.95,1092.78333333333,1093,1095,1095,2262,2396,89.4071146245059,-134,-121
200797,Ryan Hollins,Ryan Hollins,37,37,1068,1016,2084,234.5,223,457.5,461,460,460,867,1004,81.1797752808989,-137,-148
2749,Jameer Nelson,Jameer Nelson,39,39,2399,2344,4743,517.816666666667,516.233333333333,1034.05,1038,1036,1036,2109,2247,87.9116298457691,-138,-133
203089,John Henson,John Henson,57,57,2176,2235,4411,467.3,489.066666666667,956.366666666667,959,960,960,1855,1993,85.2481617647059,-138,-147
101127,Jarrett Jack,Jarrett Jack,32,32,2411,2373,4784,520.766666666667,504.283333333333,1025.05,1027,1027,1027,2120,2261,87.9303193695562,-141,-133
203930,Sean Kilpatrick,Sean Kilpatrick,31,31,1470,1454,2924,304.083333333333,309.083333333333,613.166666666667,613,616,616,1342,1483,91.2925170068027,-141,-146
1626145,Tyus Jones,Tyus Jones,37,37,1331,1344,2675,281.133333333333,291.166666666667,572.3,576,573,573,1172,1313,88.0540946656649,-141,-133
202087,Alonzo Gee,Alonzo Gee,73,73,3817,3808,7625,794.166666666667,835.25,1629.41666666667,1632,1632,1632,3395,3545,88.9441970133613,-150,-196
1626173,Rashad Vaughn,Rashad Vaughn,70,70,2312,2307,4619,496.6,503.583333333333,1000.18333333333,1000,1001,1001,2005,2158,86.7214532871972,-153,-143
1626170,Jerian Grant,Jerian Grant,76,76,2880,2923,5803,640.916666666667,627.65,1268.56666666667,1261,1265,1265,2495,2651,86.6319444444445,-156,-166
201167,Arron Afflalo,Arron Afflalo,71,71,5258,5331,10589,1209.46666666667,1146.71666666667,2356.18333333333,2367,2371,2371,4811,4968,91.4986686953214,-157,-152
203926,Doug McDermott,Doug McDermott,81,81,4342,4354,8696,922.25,938.766666666667,1861.01666666667,1858,1861,1861,3869,4026,89.1064025794565,-157,-65
203115,Will Barton,Will Barton,82,82,5535,5457,10992,1174.73333333333,1177.21666666667,2351.95,2355,2353,2353,4969,5127,89.7741644083108,-158,-131
201951,Ty Lawson,Ty Lawson,66,66,3380,3400,6780,688.683333333333,723.75,1412.43333333333,1414,1411,1411,2983,3142,88.2544378698225,-159,-160
203960,JaKarr Sampson,JaKarr Sampson,73,73,2693,2717,5410,572.033333333333,575.433333333333,1147.46666666667,1166,1160,1160,2344,2503,87.0404753063498,-159,-233
200765,Rajon Rondo,Rajon Rondo,72,72,6167,6221,12388,1225.9,1306.01666666667,2531.91666666667,2537,2537,2537,5645,5807,91.5355926706665,-162,-154
203095,Evan Fournier,Evan Fournier,79,79,5885,5893,11778,1269.56666666667,1292.33333333333,2561.9,2568,2566,2566,5381,5544,91.4358538657604,-163,-191
203798,PJ Hairston,P.J. Hairston,66,66,2959,2978,5937,658.9,645.333333333333,1304.23333333333,1313,1313,1313,2677,2845,90.4697532950321,-168,-189
1626171,Bobby Portis,Bobby Portis,62,62,2556,2545,5101,551.133333333333,551.533333333333,1102.66666666667,1103,1102,1102,2263,2431,88.5367762128326,-168,-178
202390,Gary Neal,Gary Neal,40,40,1852,1913,3765,386.15,424.466666666667,810.616666666667,807,807,807,1699,1872,91.7386609071274,-173,-163
201565,Derrick Rose,Derrick Rose,66,66,4883,4964,9847,1034.93333333333,1051.76666666667,2086.7,2095,2097,2097,4371,4547,89.5146426377227,-176,-166
203507,Giannis Antetokounmpo,Giannis Antetokounmpo,80,80,6445,6481,12926,1386.33333333333,1428.26666666667,2814.6,2825,2823,2823,5873,6049,91.1249030256012,-176,-164
2440,Matt Barnes,Matt Barnes,76,76,5068,4973,10041,1116.56666666667,1072.55,2189.11666666667,2190,2190,2190,4503,4682,88.8516179952644,-179,-212
201573,Jerryd Bayless,Jerryd Bayless,52,52,3379,3455,6834,748.016666666667,750.633333333333,1498.65,1506,1505,1505,3052,3233,90.3225806451613,-181,-184
201572,Brook Lopez,Brook Lopez,73,73,5573,5527,11100,1237.6,1205.48333333333,2443.08333333333,2459,2457,2457,5043,5225,90.4898618338417,-182,-122
203141,Mirza Teletovic,Mirza Teletovic,79,79,4072,4048,8120,837.416666666667,846.5,1683.91666666667,1683,1686,1686,3707,3890,91.0363457760314,-183,-162
200745,Andrea Bargnani,Andrea Bargnani,46,46,1451,1436,2887,326.283333333333,310.65,636.933333333333,634,634,634,1224,1413,84.355616815989,-189,-191
203076,Anthony Davis,Anthony Davis,61,61,5029,4961,9990,1053.93333333333,1102.65,2156.58333333333,2159,2164,2164,4582,4771,91.1115529926427,-189,-200
203914,Gary Harris,Gary Harris,76,76,5800,5622,11422,1217.76666666667,1211.21666666667,2428.98333333333,2440,2439,2439,5205,5396,89.7413793103448,-191,-212
203953,Jabari Parker,Jabari Parker,76,76,5484,5541,11025,1179.31666666667,1214,2393.31666666667,2407,2408,2408,4962,5154,90.4814004376368,-192,-194
201156,Nick Young,Nick Young,54,54,2367,2365,4732,522.766666666667,511,1033.76666666667,1036,1033,1033,2061,2258,87.0722433460076,-197,-200
201152,Thaddeus Young,Thaddeus Young,73,73,5476,5447,10923,1214.75,1183.36666666667,2398.11666666667,2413,2407,2407,4978,5195,90.9057706355004,-217,-235
201600,Omer Asik,Omer Asik,68,68,2722,2636,5358,584.1,587.783333333333,1171.88333333333,1181,1178,1178,2344,2561,86.1131520940485,-217,-204
202688,Brandon Knight,Brandon Knight,52,52,4479,4426,8905,927.166666666667,943.366666666667,1870.53333333333,1872,1870,1870,3977,4195,88.7921411029248,-218,-210
203530,Joffrey Lauvergne,Joffrey Lauvergne,59,59,2387,2416,4803,530.116666666667,507.983333333333,1038.1,1043,1041,1041,2107,2326,88.2697947214076,-219,-221
201158,Marco Belinelli,Marco Belinelli,68,68,3990,4025,8015,826.466666666667,845.866666666667,1672.33333333333,1670,1672,1672,3537,3757,88.6466165413534,-220,-187
203462,Archie Goodwin,Archie Goodwin,57,57,2695,2633,5328,557.316666666667,551.466666666667,1108.78333333333,1113,1114,1114,2373,2593,88.0519480519481,-220,-209
203900,Markel Brown,Markel Brown,61,62,2296,2290,4586,484.466666666667,496.866666666667,981.333333333333,987,982,982,2064,2289,89.8954703832753,-225,-237
203093,Terrence Jones,Terrence Jones,50,50,2474,2495,4969,507.65,536.466666666667,1044.11666666667,1047,1044,1044,2205,2436,89.1269199676637,-231,-241
202682,Derrick Williams,Derrick Williams,80,80,3242,3304,6546,729.75,700.383333333333,1430.13333333333,1439,1435,1435,2832,3071,87.3534855027761,-239,-205
201585,Kosta Koufos,Kosta Koufos,78,78,3537,3563,7100,730.583333333333,751.383333333333,1481.96666666667,1488,1482,1482,3127,3374,88.4082555838281,-247,-226
201967,Dante Cunningham,Dante Cunningham,80,80,4541,4466,9007,957.466666666667,1012.05,1969.51666666667,1973,1971,1971,4142,4400,91.2133891213389,-258,-279
203458,Alex Len,Alex Len,78,78,4343,4265,8608,907.7,903.466666666667,1811.16666666667,1819,1821,1821,3708,3967,85.3787704351831,-259,-288
203080,Thomas Robinson,Thomas Robinson,70,71,2170,2142,4312,470.266666666667,445.683333333333,915.95,915,917,917,1831,2095,84.3778801843318,-264,-278
203496,Robert Covington,Robert Covington,67,67,4456,4499,8955,956.266666666667,938.716666666667,1894.98333333333,1902,1903,1903,3885,4149,87.1858168761221,-264,-280
203498,Shabazz Muhammad,Shabazz Muhammad,82,82,3882,3925,7807,832.133333333333,848.483333333333,1680.61666666667,1678,1682,1682,3487,3758,89.8248325605358,-271,-266
204456,T.J. McConnell,T.J. McConnell,81,81,3716,3781,7497,824.616666666667,781.533333333333,1606.15,1609,1606,1606,3288,3570,88.4822389666308,-282,-274
203897,Zach LaVine,Zach LaVine,82,82,5284,5382,10666,1125.95,1161.18333333333,2287.13333333333,2295,2294,2294,4881,5183,92.3732021196064,-302,-292
201961,Wayne Ellington,Wayne Ellington,76,76,3679,3680,7359,821.316666666667,787.9,1609.21666666667,1614,1615,1615,3158,3462,85.8385430823593,-304,-322
200782,PJ Tucker,P.J. Tucker,82,82,6054,5964,12018,1262.35,1261.88333333333,2524.23333333333,2540,2540,2540,5269,5596,87.0333663693426,-327,-357
203499,Shane Larkin,Shane Larkin,78,78,4049,4024,8073,881.266666666667,862.85,1744.11666666667,1752,1751,1751,3547,3886,87.6018770066683,-339,-344
202397,Ish Smith,Ish Smith,77,77,5236,5350,10586,1115.93333333333,1117.91666666667,2233.85,2240,2239,2239,4691,5038,89.5912910618793,-347,-348
2199,Tyson Chandler,Tyson Chandler,66,66,3838,3759,7597,816.85,798.216666666667,1615.06666666667,1617,1618,1618,3204,3577,83.4809796769151,-373,-395
101150,Lou Williams,Lou Williams,67,67,4445,4486,8931,966.75,939.6,1906.35,1911,1907,1907,3950,4333,88.8638920134983,-383,-403
1626164,Devin Booker,Devin Booker,76,76,5029,5000,10029,1051.3,1047.98333333333,2099.28333333333,2110,2108,2108,4372,4765,86.9357725193876,-393,-375
203138,Hollis Thompson,Hollis Thompson,77,77,5058,5197,10255,1090.16666666667,1062.61666666667,2152.78333333333,2157,2154,2154,4457,4858,88.1178331356267,-401,-371
202711,Bojan Bogdanovic,Bojan Bogdanovic,79,79,4846,4887,9733,1072.51666666667,1041.81666666667,2114.33333333333,2114,2115,2115,4297,4704,88.6710689228229,-407,-391
203924,Jerami Grant,Jerami Grant,77,77,4773,4941,9714,1038.78333333333,1017.95,2056.73333333333,2068,2066,2066,4131,4543,86.5493400377121,-412,-497
203457,Nerlens Noel,Nerlens Noel,67,67,4561,4674,9235,999.116666666667,963.65,1962.76666666667,1963,1965,1965,3869,4306,84.8278886209165,-437,-459
203917,Nik Stauskas,Nik Stauskas,73,73,4260,4331,8591,923.116666666667,895.283333333333,1818.4,1810,1809,1809,3649,4099,85.6572769953052,-450,-406
1626143,Jahlil Okafor,Jahlil Okafor,53,53,3615,3655,7270,828.716666666667,752.866666666667,1581.58333333333,1594,1591,1591,2973,3480,82.240663900415,-507,-496
203477,Isaiah Canaan,Isaiah Canaan,77,77,4579,4641,9220,1003.98333333333,952.55,1956.53333333333,1968,1966,1966,3885,4396,84.843852369513,-511,-484
1626156,D'Angelo Russell,D'Angelo Russell,80,80,5225,5224,10449,1161.48333333333,1095.45,2256.93333333333,2257,2259,2259,4499,5062,86.1052631578948,-563,-549
977,Kobe Bryant,Kobe Bryant,66,66,4340,4400,8740,957.816666666667,894.5,1852.31666666667,1861,1863,1863,3792,4358,87.3732718894009,-566,-569
201579,Roy Hibbert,Roy Hibbert,81,81,4296,4358,8654,974.866666666667,890.716666666667,1865.58333333333,1881,1878,1878,3617,4250,84.1945996275605,-633,-686
203903,Jordan Clarkson,Jordan Clarkson,79,79,5915,5920,11835,1310.46666666667,1224.33333333333,2534.8,2556,2552,2552,5123,5756,86.6103127641589,-633,-627
203944,Julius Randle,Julius Randle,81,81,5313,5268,10581,1179.01666666667,1095.96666666667,2274.98333333333,2287,2286,2286,4573,5239,86.0718991153774,-666,-683
