v1,primary_key,game_date,game_sequence,game_id,game_status_id,game_status_text,game_code,home_team_id,away_team_id,season_year,live_period,live_pc_time,broadcaster,live_period_time_broadcast,wh_status,dt,season,season_type
467,21700468,2017-12-21T00:00:00,3,21700468,3,Final,20171221/BOSNYK,1610612752,1610612738,2017,4,,TNT,Q4       - TNT,1,2018-04-13T22:39:11.529,2017-18,Regular Season
468,21700469,2017-12-21T00:00:00,4,21700469,3,Final,20171221/MEMPHX,1610612756,1610612763,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
469,21700470,2017-12-21T00:00:00,5,21700470,3,Final,20171221/SASUTA,1610612762,1610612759,2017,4,,TNT,Q4       - TNT,1,2018-04-13T22:39:11.529,2017-18,Regular Season
470,21700471,2017-12-22T00:00:00,1,21700471,3,Final,20171222/NYKDET,1610612765,1610612752,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
471,21700472,2017-12-22T00:00:00,2,21700472,3,Final,20171222/NOPORL,1610612753,1610612740,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
472,21700473,2017-12-22T00:00:00,3,21700473,3,Final,20171222/WASBKN,1610612751,1610612764,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
473,21700474,2017-12-22T00:00:00,4,21700474,3,Final,20171222/DALMIA,1610612748,1610612742,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
474,21700475,2017-12-22T00:00:00,5,21700475,3,Final,20171222/LACHOU,1610612745,1610612746,2017,4,,ESPN,Q4       - ESPN,1,2018-04-13T22:39:11.529,2017-18,Regular Season
475,21700476,2017-12-22T00:00:00,6,21700476,3,Final,20171222/CHAMIL,1610612749,1610612766,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
476,21700477,2017-12-22T00:00:00,7,21700477,3,Final,20171222/ATLOKC,1610612760,1610612737,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
477,21700478,2017-12-22T00:00:00,8,21700478,3,Final,20171222/DENPOR,1610612757,1610612743,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
478,21700479,2017-12-22T00:00:00,9,21700479,3,Final,20171222/LALGSW,1610612744,1610612747,2017,4,,ESPN,Q4       - ESPN,1,2018-04-13T22:39:11.529,2017-18,Regular Season
479,21700480,2017-12-23T00:00:00,1,21700480,3,Final,20171223/PHITOR,1610612761,1610612755,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
480,21700481,2017-12-23T00:00:00,2,21700481,3,Final,20171223/MILCHA,1610612766,1610612749,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
481,21700482,2017-12-23T00:00:00,3,21700482,3,Final,20171223/BKNIND,1610612754,1610612751,2017,5,,"",Q5       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
482,21700483,2017-12-23T00:00:00,4,21700483,3,Final,20171223/ORLWAS,1610612764,1610612753,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
483,21700484,2017-12-23T00:00:00,5,21700484,3,Final,20171223/DALATL,1610612737,1610612742,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
484,21700485,2017-12-23T00:00:00,6,21700485,3,Final,20171223/CHIBOS,1610612738,1610612741,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
485,21700486,2017-12-23T00:00:00,7,21700486,3,Final,20171223/NOPMIA,1610612748,1610612740,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
486,21700487,2017-12-23T00:00:00,8,21700487,3,Final,20171223/LACMEM,1610612763,1610612746,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
487,21700488,2017-12-23T00:00:00,9,21700488,3,Final,20171223/OKCUTA,1610612762,1610612760,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
488,21700489,2017-12-23T00:00:00,10,21700489,3,Final,20171223/DENGSW,1610612744,1610612743,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
489,21700490,2017-12-23T00:00:00,11,21700490,3,Final,20171223/MINPHX,1610612756,1610612750,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
490,21700491,2017-12-23T00:00:00,12,21700491,3,Final,20171223/PORLAL,1610612747,1610612757,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
491,21700492,2017-12-23T00:00:00,13,21700492,3,Final,20171223/SASSAC,1610612758,1610612759,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
492,21700493,2017-12-25T00:00:00,1,21700493,3,Final,20171225/PHINYK,1610612752,1610612755,2017,4,,ESPN,Q4       - ESPN,1,2018-04-13T22:39:11.529,2017-18,Regular Season
493,21700494,2017-12-25T00:00:00,2,21700494,3,Final,20171225/CLEGSW,1610612744,1610612739,2017,4,,ABC,Q4       - ABC,1,2018-04-13T22:39:11.529,2017-18,Regular Season
494,21700495,2017-12-25T00:00:00,3,21700495,3,Final,20171225/WASBOS,1610612738,1610612764,2017,4,,ABC,Q4       - ABC,1,2018-04-13T22:39:11.529,2017-18,Regular Season
495,21700496,2017-12-25T00:00:00,4,21700496,3,Final,20171225/HOUOKC,1610612760,1610612745,2017,4,,ABC,Q4       - ABC,1,2018-04-13T22:39:11.529,2017-18,Regular Season
496,21700497,2017-12-25T00:00:00,5,21700497,3,Final,20171225/MINLAL,1610612747,1610612750,2017,4,,TNT,Q4       - TNT,1,2018-04-13T22:39:11.529,2017-18,Regular Season
497,21700498,2017-12-26T00:00:00,1,21700498,3,Final,20171226/INDDET,1610612765,1610612754,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
498,21700499,2017-12-26T00:00:00,2,21700499,3,Final,20171226/TORDAL,1610612742,1610612761,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
499,21700500,2017-12-26T00:00:00,3,21700500,3,Final,20171226/ORLMIA,1610612748,1610612753,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
500,21700501,2017-12-26T00:00:00,4,21700501,3,Final,20171226/CHIMIL,1610612749,1610612741,2017,4,,NBA TV,Q4       - NBA TV,1,2018-04-13T22:39:11.529,2017-18,Regular Season
501,21700502,2017-12-26T00:00:00,5,21700502,3,Final,20171226/BKNSAS,1610612759,1610612751,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
502,21700503,2017-12-26T00:00:00,6,21700503,3,Final,20171226/UTADEN,1610612743,1610612762,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
503,21700504,2017-12-26T00:00:00,7,21700504,3,Final,20171226/MEMPHX,1610612756,1610612763,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
504,21700505,2017-12-26T00:00:00,8,21700505,3,Final,20171226/SACLAC,1610612746,1610612758,2017,4,,NBA TV,Q4       - NBA TV,1,2018-04-13T22:39:11.529,2017-18,Regular Season
505,21700506,2017-12-27T00:00:00,1,21700506,3,Final,20171227/BOSCHA,1610612766,1610612738,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
506,21700507,2017-12-27T00:00:00,2,21700507,3,Final,20171227/DALIND,1610612754,1610612742,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
507,21700508,2017-12-27T00:00:00,3,21700508,3,Final,20171227/WASATL,1610612737,1610612764,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
508,21700509,2017-12-27T00:00:00,4,21700509,3,Final,20171227/NYKCHI,1610612741,1610612752,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
509,21700510,2017-12-27T00:00:00,5,21700510,3,Final,20171227/DENMIN,1610612750,1610612743,2017,5,,"",Q5       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
510,21700511,2017-12-27T00:00:00,6,21700511,3,Final,20171227/BKNNOP,1610612740,1610612751,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
511,21700512,2017-12-27T00:00:00,7,21700512,3,Final,20171227/TOROKC,1610612760,1610612761,2017,4,,NBA TV,Q4       - NBA TV,1,2018-04-13T22:39:11.529,2017-18,Regular Season
512,21700513,2017-12-27T00:00:00,8,21700513,3,Final,20171227/CLESAC,1610612758,1610612739,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
513,21700514,2017-12-27T00:00:00,9,21700514,3,Final,20171227/UTAGSW,1610612744,1610612762,2017,4,,NBA TV,Q4       - NBA TV,1,2018-04-13T22:39:11.529,2017-18,Regular Season
514,21700515,2017-12-27T00:00:00,10,21700515,3,Final,20171227/MEMLAL,1610612747,1610612763,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
515,21700516,2017-12-28T00:00:00,1,21700516,3,Final,20171228/DETORL,1610612753,1610612765,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
516,21700517,2017-12-28T00:00:00,2,21700517,3,Final,20171228/HOUBOS,1610612738,1610612745,2017,4,,TNT,Q4       - TNT,1,2018-04-13T22:39:11.529,2017-18,Regular Season
517,21700518,2017-12-28T00:00:00,3,21700518,3,Final,20171228/MINMIL,1610612749,1610612750,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
518,21700519,2017-12-28T00:00:00,4,21700519,3,Final,20171228/NYKSAS,1610612759,1610612752,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
519,21700520,2017-12-28T00:00:00,5,21700520,3,Final,20171228/PHIPOR,1610612757,1610612755,2017,4,,TNT,Q4       - TNT,1,2018-04-13T22:39:11.529,2017-18,Regular Season
520,21700521,2017-12-29T00:00:00,1,21700521,3,Final,20171229/HOUWAS,1610612764,1610612745,2017,4,,NBA TV,Q4       - NBA TV,1,2018-04-13T22:39:11.529,2017-18,Regular Season
521,21700522,2017-12-29T00:00:00,2,21700522,3,Final,20171229/ATLTOR,1610612761,1610612737,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
522,21700523,2017-12-29T00:00:00,3,21700523,3,Final,20171229/BKNMIA,1610612748,1610612751,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
523,21700524,2017-12-29T00:00:00,4,21700524,3,Final,20171229/INDCHI,1610612741,1610612754,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
524,21700525,2017-12-29T00:00:00,5,21700525,3,Final,20171229/DALNOP,1610612740,1610612742,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
525,21700526,2017-12-29T00:00:00,6,21700526,3,Final,20171229/MILOKC,1610612760,1610612749,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
526,21700527,2017-12-29T00:00:00,7,21700527,3,Final,20171229/PHXSAC,1610612758,1610612756,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
527,21700528,2017-12-29T00:00:00,8,21700528,3,Final,20171229/CHAGSW,1610612744,1610612766,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
528,21700529,2017-12-29T00:00:00,9,21700529,3,Final,20171229/LACLAL,1610612747,1610612746,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
529,21700530,2017-12-30T00:00:00,1,21700530,3,Final,20171230/SASDET,1610612765,1610612759,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
530,21700531,2017-12-30T00:00:00,2,21700531,3,Final,20171230/MIAORL,1610612753,1610612748,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
531,21700532,2017-12-30T00:00:00,3,21700532,3,Final,20171230/NYKNOP,1610612740,1610612752,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
532,21700533,2017-12-30T00:00:00,4,21700533,3,Final,20171230/PORATL,1610612737,1610612757,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
533,21700534,2017-12-30T00:00:00,5,21700534,3,Final,20171230/CLEUTA,1610612762,1610612739,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
534,21700535,2017-12-30T00:00:00,6,21700535,3,Final,20171230/MEMGSW,1610612744,1610612763,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
535,21700536,2017-12-30T00:00:00,7,21700536,3,Final,20171230/PHIDEN,1610612743,1610612755,2017,4,,NBA TV,Q4       - NBA TV,1,2018-04-13T22:39:11.529,2017-18,Regular Season
536,21700537,2017-12-31T00:00:00,1,21700537,3,Final,20171231/CHIWAS,1610612764,1610612741,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
537,21700538,2017-12-31T00:00:00,2,21700538,3,Final,20171231/MININD,1610612754,1610612750,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
538,21700539,2017-12-31T00:00:00,3,21700539,3,Final,20171231/BKNBOS,1610612738,1610612751,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
539,21700540,2017-12-31T00:00:00,4,21700540,3,Final,20171231/LALHOU,1610612745,1610612747,2017,6,,"",Q6       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
540,21700541,2017-12-31T00:00:00,5,21700541,3,Final,20171231/DALOKC,1610612760,1610612742,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
541,21700542,2017-12-31T00:00:00,6,21700542,3,Final,20171231/CHALAC,1610612746,1610612766,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
542,21700543,2017-12-31T00:00:00,7,21700543,3,Final,20171231/MEMSAC,1610612758,1610612763,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
543,21700544,2017-12-31T00:00:00,8,21700544,3,Final,20171231/PHIPHX,1610612756,1610612755,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
544,21700545,2018-01-01T00:00:00,1,21700545,3,Final,20180101/ORLBKN,1610612751,1610612753,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
545,21700546,2018-01-01T00:00:00,2,21700546,3,Final,20180101/MILTOR,1610612761,1610612749,2017,5,,"",Q5       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
546,21700547,2018-01-01T00:00:00,3,21700547,3,Final,20180101/PORCHI,1610612741,1610612757,2017,5,,"",Q5       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
547,21700548,2018-01-01T00:00:00,4,21700548,3,Final,20180101/LALMIN,1610612750,1610612747,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
548,21700549,2018-01-02T00:00:00,1,21700549,3,Final,20180102/PORCLE,1610612739,1610612757,2017,4,,NBA TV,Q4       - NBA TV,1,2018-04-13T22:39:11.529,2017-18,Regular Season
549,21700550,2018-01-02T00:00:00,2,21700550,3,Final,20180102/SASNYK,1610612752,1610612759,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
550,21700551,2018-01-02T00:00:00,3,21700551,3,Final,20180102/ATLPHX,1610612756,1610612737,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
551,21700552,2018-01-02T00:00:00,4,21700552,3,Final,20180102/CHASAC,1610612758,1610612766,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
552,21700553,2018-01-02T00:00:00,5,21700553,3,Final,20180102/MEMLAC,1610612746,1610612763,2017,4,,NBA TV,Q4       - NBA TV,1,2018-04-13T22:39:11.529,2017-18,Regular Season
553,21700554,2018-01-03T00:00:00,1,21700554,3,Final,20180103/HOUORL,1610612753,1610612745,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
554,21700555,2018-01-03T00:00:00,2,21700555,3,Final,20180103/SASPHI,1610612755,1610612759,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
555,21700556,2018-01-03T00:00:00,3,21700556,3,Final,20180103/NYKWAS,1610612764,1610612752,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
556,21700557,2018-01-03T00:00:00,4,21700557,3,Final,20180103/MINBKN,1610612751,1610612750,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
557,21700558,2018-01-03T00:00:00,5,21700558,3,Final,20180103/DETMIA,1610612748,1610612765,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
558,21700559,2018-01-03T00:00:00,6,21700559,3,Final,20180103/CLEBOS,1610612738,1610612739,2017,4,,ESPN,Q4       - ESPN,1,2018-04-13T22:39:11.529,2017-18,Regular Season
559,21700560,2018-01-03T00:00:00,7,21700560,3,Final,20180103/TORCHI,1610612741,1610612761,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
560,21700561,2018-01-03T00:00:00,8,21700561,3,Final,20180103/INDMIL,1610612749,1610612754,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
561,21700562,2018-01-03T00:00:00,9,21700562,3,Final,20180103/GSWDAL,1610612742,1610612744,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
562,21700563,2018-01-03T00:00:00,10,21700563,3,Final,20180103/PHXDEN,1610612743,1610612756,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
563,21700564,2018-01-03T00:00:00,11,21700564,3,Final,20180103/NOPUTA,1610612762,1610612740,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
564,21700565,2018-01-03T00:00:00,12,21700565,3,Final,20180103/OKCLAL,1610612747,1610612760,2017,4,,ESPN,Q4       - ESPN,1,2018-04-13T22:39:11.529,2017-18,Regular Season
565,21700566,2018-01-04T00:00:00,1,21700566,3,Final,20180104/GSWHOU,1610612745,1610612744,2017,4,,TNT,Q4       - TNT,1,2018-04-13T22:39:11.529,2017-18,Regular Season
566,21700567,2018-01-04T00:00:00,2,21700567,3,Final,20180104/OKCLAC,1610612746,1610612760,2017,4,,TNT,Q4       - TNT,1,2018-04-13T22:39:11.529,2017-18,Regular Season
567,21700568,2018-01-05T00:00:00,3,21700568,3,Final,20180105/NYKMIA,1610612748,1610612752,2017,5,,"",Q5       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
568,21700569,2018-01-05T00:00:00,1,21700569,3,Final,20180105/DETPHI,1610612755,1610612765,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
569,21700570,2018-01-05T00:00:00,2,21700570,3,Final,20180105/MINBOS,1610612738,1610612750,2017,4,,ESPN,Q4       - ESPN,1,2018-04-13T22:39:11.529,2017-18,Regular Season
570,21700571,2018-01-05T00:00:00,4,21700571,3,Final,20180105/TORMIL,1610612749,1610612761,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
571,21700572,2018-01-05T00:00:00,5,21700572,3,Final,20180105/CHIDAL,1610612742,1610612741,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
572,21700573,2018-01-05T00:00:00,6,21700573,3,Final,20180105/PHXSAS,1610612759,1610612756,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
573,21700574,2018-01-05T00:00:00,7,21700574,3,Final,20180105/UTADEN,1610612743,1610612762,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
574,21700575,2018-01-05T00:00:00,8,21700575,3,Final,20180105/WASMEM,1610612763,1610612764,2017,4,,ESPN,Q4       - ESPN,1,2018-04-13T22:39:11.529,2017-18,Regular Season
575,21700576,2018-01-05T00:00:00,9,21700576,3,Final,20180105/ATLPOR,1610612757,1610612737,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
576,21700577,2018-01-05T00:00:00,10,21700577,3,Final,20180105/CHALAL,1610612747,1610612766,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
577,21700578,2018-01-06T00:00:00,1,21700578,3,Final,20180106/GSWLAC,1610612746,1610612744,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
578,21700579,2018-01-06T00:00:00,2,21700579,3,Final,20180106/BOSBKN,1610612751,1610612738,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
579,21700580,2018-01-06T00:00:00,3,21700580,3,Final,20180106/HOUDET,1610612765,1610612745,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
580,21700581,2018-01-06T00:00:00,4,21700581,3,Final,20180106/CHIIND,1610612754,1610612741,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
581,21700582,2018-01-06T00:00:00,5,21700582,3,Final,20180106/CLEORL,1610612753,1610612739,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
582,21700583,2018-01-06T00:00:00,6,21700583,3,Final,20180106/MILWAS,1610612764,1610612749,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
583,21700584,2018-01-06T00:00:00,7,21700584,3,Final,20180106/NOPMIN,1610612750,1610612740,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
584,21700585,2018-01-06T00:00:00,8,21700585,3,Final,20180106/DENSAC,1610612758,1610612743,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
585,21700586,2018-01-07T00:00:00,1,21700586,3,Final,20180107/UTAMIA,1610612748,1610612762,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
586,21700587,2018-01-07T00:00:00,2,21700587,3,Final,20180107/NYKDAL,1610612742,1610612752,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
587,21700588,2018-01-07T00:00:00,3,21700588,3,Final,20180107/OKCPHX,1610612756,1610612760,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
588,21700589,2018-01-07T00:00:00,4,21700589,3,Final,20180107/SASPOR,1610612757,1610612759,2017,4,,NBA TV,Q4       - NBA TV,1,2018-04-13T22:39:11.529,2017-18,Regular Season
589,21700590,2018-01-07T00:00:00,5,21700590,3,Final,20180107/ATLLAL,1610612747,1610612737,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
590,21700591,2018-01-08T00:00:00,1,21700591,3,Final,20180108/MILIND,1610612754,1610612749,2017,4,,NBA TV,Q4       - NBA TV,1,2018-04-13T22:39:11.529,2017-18,Regular Season
591,21700592,2018-01-08T00:00:00,2,21700592,3,Final,20180108/TORBKN,1610612751,1610612761,2017,5,,"",Q5       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
592,21700593,2018-01-08T00:00:00,3,21700593,3,Final,20180108/HOUCHI,1610612741,1610612745,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
593,21700594,2018-01-08T00:00:00,4,21700594,3,Final,20180108/CLEMIN,1610612750,1610612739,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
594,21700595,2018-01-08T00:00:00,5,21700595,3,Final,20180108/DETNOP,1610612740,1610612765,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
595,21700596,2018-01-08T00:00:00,6,21700596,3,Final,20180108/SASSAC,1610612758,1610612759,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
