v1,primary_key,game_date,game_sequence,game_id,game_status_id,game_status_text,game_code,home_team_id,away_team_id,season_year,live_period,live_pc_time,broadcaster,live_period_time_broadcast,wh_status,dt,season,season_type
319,21700320,2017-12-01T00:00:00,2,21700320,3,Final,20171201/DETWAS,1610612764,1610612765,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
320,21700321,2017-12-01T00:00:00,4,21700321,3,Final,20171201/CHAMIA,1610612748,1610612766,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
321,21700322,2017-12-01T00:00:00,5,21700322,3,Final,20171201/SACCHI,1610612741,1610612758,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
322,21700323,2017-12-01T00:00:00,6,21700323,3,Final,20171201/SASMEM,1610612763,1610612759,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
323,21700324,2017-12-01T00:00:00,7,21700324,3,Final,20171201/MINOKC,1610612760,1610612750,2017,4,,NBA TV,Q4       - NBA TV,1,2018-04-13T22:39:11.529,2017-18,Regular Season
324,21700325,2017-12-01T00:00:00,8,21700325,3,Final,20171201/NOPUTA,1610612762,1610612740,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
325,21700326,2017-12-02T00:00:00,1,21700326,3,Final,20171202/PHXBOS,1610612738,1610612756,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
326,21700327,2017-12-02T00:00:00,2,21700327,3,Final,20171202/LACDAL,1610612742,1610612746,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
327,21700328,2017-12-02T00:00:00,3,21700328,3,Final,20171202/ATLBKN,1610612751,1610612737,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
328,21700329,2017-12-02T00:00:00,4,21700329,3,Final,20171202/MEMCLE,1610612739,1610612763,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
329,21700330,2017-12-02T00:00:00,5,21700330,3,Final,20171202/DETPHI,1610612755,1610612765,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
330,21700331,2017-12-02T00:00:00,6,21700331,3,Final,20171202/SACMIL,1610612749,1610612758,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
331,21700332,2017-12-02T00:00:00,7,21700332,3,Final,20171202/LALDEN,1610612743,1610612747,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
332,21700333,2017-12-02T00:00:00,8,21700333,3,Final,20171202/NOPPOR,1610612757,1610612740,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
333,21700334,2017-12-03T00:00:00,1,21700334,3,Final,20171203/ORLNYK,1610612752,1610612753,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
334,21700335,2017-12-03T00:00:00,2,21700335,3,Final,20171203/GSWMIA,1610612748,1610612744,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
335,21700336,2017-12-03T00:00:00,3,21700336,3,Final,20171203/LACMIN,1610612750,1610612746,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
336,21700337,2017-12-03T00:00:00,4,21700337,3,Final,20171203/SASOKC,1610612760,1610612759,2017,4,,NBA TV,Q4       - NBA TV,1,2018-04-13T22:39:11.529,2017-18,Regular Season
337,21700338,2017-12-03T00:00:00,5,21700338,3,Final,20171203/HOULAL,1610612747,1610612745,2017,4,,NBA TV,Q4       - NBA TV,1,2018-04-13T22:39:11.529,2017-18,Regular Season
338,21700339,2017-12-04T00:00:00,1,21700339,3,Final,20171204/ORLCHA,1610612766,1610612753,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
339,21700340,2017-12-04T00:00:00,2,21700340,3,Final,20171204/NYKIND,1610612754,1610612752,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
340,21700341,2017-12-04T00:00:00,3,21700341,3,Final,20171204/PHXPHI,1610612755,1610612756,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
341,21700342,2017-12-04T00:00:00,4,21700342,3,Final,20171204/BKNATL,1610612737,1610612751,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
342,21700343,2017-12-04T00:00:00,5,21700343,3,Final,20171204/MILBOS,1610612738,1610612749,2017,4,,NBA TV,Q4       - NBA TV,1,2018-04-13T22:39:11.529,2017-18,Regular Season
343,21700344,2017-12-04T00:00:00,6,21700344,3,Final,20171204/CLECHI,1610612741,1610612739,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
344,21700345,2017-12-04T00:00:00,7,21700345,3,Final,20171204/MINMEM,1610612763,1610612750,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
345,21700346,2017-12-04T00:00:00,8,21700346,3,Final,20171204/GSWNOP,1610612740,1610612744,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
346,21700347,2017-12-04T00:00:00,9,21700347,3,Final,20171204/DENDAL,1610612742,1610612743,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
347,21700348,2017-12-04T00:00:00,10,21700348,3,Final,20171204/DETSAS,1610612759,1610612765,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
348,21700349,2017-12-04T00:00:00,11,21700349,3,Final,20171204/WASUTA,1610612762,1610612764,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
349,21700350,2017-12-05T00:00:00,1,21700350,3,Final,20171205/PHXTOR,1610612761,1610612756,2017,4,,NBA TV,Q4       - NBA TV,1,2018-04-13T22:39:11.529,2017-18,Regular Season
350,21700351,2017-12-05T00:00:00,2,21700351,3,Final,20171205/UTAOKC,1610612760,1610612762,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
351,21700352,2017-12-05T00:00:00,3,21700352,3,Final,20171205/WASPOR,1610612757,1610612764,2017,4,,NBA TV,Q4       - NBA TV,1,2018-04-13T22:39:11.529,2017-18,Regular Season
352,21700353,2017-12-06T00:00:00,1,21700353,3,Final,20171206/SACCLE,1610612739,1610612758,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
353,21700354,2017-12-06T00:00:00,2,21700354,3,Final,20171206/CHIIND,1610612754,1610612741,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
354,21700355,2017-12-06T00:00:00,3,21700355,3,Final,20171206/ATLORL,1610612753,1610612737,2017,5,,"",Q5       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
355,21700356,2017-12-06T00:00:00,4,21700356,3,Final,20171206/DALBOS,1610612738,1610612742,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
356,21700357,2017-12-06T00:00:00,5,21700357,3,Final,20171206/MEMNYK,1610612752,1610612763,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
357,21700358,2017-12-06T00:00:00,6,21700358,3,Final,20171206/GSWCHA,1610612766,1610612744,2017,4,,ESPN,Q4       - ESPN,1,2018-04-13T22:39:11.529,2017-18,Regular Season
358,21700359,2017-12-06T00:00:00,7,21700359,3,Final,20171206/DETMIL,1610612749,1610612765,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
359,21700360,2017-12-06T00:00:00,8,21700360,3,Final,20171206/DENNOP,1610612740,1610612743,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
360,21700361,2017-12-06T00:00:00,9,21700361,3,Final,20171206/MIASAS,1610612759,1610612748,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
361,21700362,2017-12-06T00:00:00,10,21700362,3,Final,20171206/MINLAC,1610612746,1610612750,2017,4,,ESPN,Q4       - ESPN,1,2018-04-13T22:39:11.529,2017-18,Regular Season
362,21700363,2017-12-07T00:00:00,1,21700363,3,Final,20171207/LALPHI,1610612755,1610612747,2017,4,,TNT,Q4       - TNT,1,2018-04-13T22:39:11.529,2017-18,Regular Season
363,21700364,2017-12-07T00:00:00,2,21700364,3,Final,20171207/WASPHX,1610612756,1610612764,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
364,21700365,2017-12-07T00:00:00,3,21700365,3,Final,20171207/OKCBKN,1610612751,1610612760,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
365,21700366,2017-12-07T00:00:00,4,21700366,3,Final,20171207/HOUUTA,1610612762,1610612745,2017,4,,TNT,Q4       - TNT,1,2018-04-13T22:39:11.529,2017-18,Regular Season
366,21700367,2017-12-08T00:00:00,1,21700367,3,Final,20171208/CHICHA,1610612766,1610612741,2017,5,,"",Q5       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
367,21700368,2017-12-08T00:00:00,2,21700368,3,Final,20171208/GSWDET,1610612765,1610612744,2017,4,,ESPN,Q4       - ESPN,1,2018-04-13T22:39:11.529,2017-18,Regular Season
368,21700369,2017-12-08T00:00:00,3,21700369,3,Final,20171208/CLEIND,1610612754,1610612739,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
369,21700370,2017-12-08T00:00:00,4,21700370,3,Final,20171208/DENORL,1610612753,1610612743,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
370,21700371,2017-12-08T00:00:00,5,21700371,3,Final,20171208/TORMEM,1610612763,1610612761,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
371,21700372,2017-12-08T00:00:00,6,21700372,3,Final,20171208/DALMIL,1610612749,1610612742,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
372,21700373,2017-12-08T00:00:00,7,21700373,3,Final,20171208/SACNOP,1610612740,1610612758,2017,5,,"",Q5       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
373,21700374,2017-12-08T00:00:00,8,21700374,3,Final,20171208/BOSSAS,1610612759,1610612738,2017,4,,ESPN,Q4       - ESPN,1,2018-04-13T22:39:11.529,2017-18,Regular Season
374,21700375,2017-12-09T00:00:00,1,21700375,3,Final,20171209/WASLAC,1610612746,1610612764,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
375,21700376,2017-12-09T00:00:00,2,21700376,3,Final,20171209/MIABKN,1610612751,1610612748,2017,4,,NBA TV,Q4       - NBA TV,1,2018-04-13T22:39:11.529,2017-18,Regular Season
376,21700377,2017-12-09T00:00:00,3,21700377,3,Final,20171209/LALCHA,1610612766,1610612747,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
377,21700378,2017-12-09T00:00:00,4,21700378,3,Final,20171209/ORLATL,1610612737,1610612753,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
378,21700379,2017-12-09T00:00:00,5,21700379,3,Final,20171209/PHICLE,1610612739,1610612755,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
379,21700380,2017-12-09T00:00:00,6,21700380,3,Final,20171209/NYKCHI,1610612741,1610612752,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
380,21700381,2017-12-09T00:00:00,7,21700381,3,Final,20171209/UTAMIL,1610612749,1610612762,2017,4,,NBA TV,Q4       - NBA TV,1,2018-04-13T22:39:11.529,2017-18,Regular Season
381,21700382,2017-12-09T00:00:00,8,21700382,3,Final,20171209/OKCMEM,1610612763,1610612760,2017,5,,"",Q5       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
382,21700383,2017-12-09T00:00:00,9,21700383,3,Final,20171209/SASPHX,1610612756,1610612759,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
383,21700384,2017-12-09T00:00:00,10,21700384,3,Final,20171209/HOUPOR,1610612757,1610612745,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
384,21700385,2017-12-10T00:00:00,1,21700385,3,Final,20171210/TORSAC,1610612758,1610612761,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
385,21700386,2017-12-10T00:00:00,2,21700386,3,Final,20171210/BOSDET,1610612765,1610612738,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
386,21700387,2017-12-10T00:00:00,3,21700387,3,Final,20171210/DENIND,1610612754,1610612743,2017,5,,"",Q5       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
387,21700388,2017-12-10T00:00:00,4,21700388,3,Final,20171210/DALMIN,1610612750,1610612742,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
388,21700389,2017-12-10T00:00:00,5,21700389,3,Final,20171210/PHINOP,1610612740,1610612755,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
389,21700390,2017-12-10T00:00:00,6,21700390,3,Final,20171210/ATLNYK,1610612752,1610612737,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
390,21700391,2017-12-11T00:00:00,1,21700391,3,Final,20171211/BOSCHI,1610612741,1610612738,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
391,21700392,2017-12-11T00:00:00,2,21700392,3,Final,20171211/NOPHOU,1610612745,1610612740,2017,4,,NBA TV,Q4       - NBA TV,1,2018-04-13T22:39:11.529,2017-18,Regular Season
392,21700393,2017-12-11T00:00:00,3,21700393,3,Final,20171211/MIAMEM,1610612763,1610612748,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
393,21700394,2017-12-11T00:00:00,4,21700394,3,Final,20171211/CHAOKC,1610612760,1610612766,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
394,21700395,2017-12-11T00:00:00,5,21700395,3,Final,20171211/PORGSW,1610612744,1610612757,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
395,21700396,2017-12-11T00:00:00,6,21700396,3,Final,20171211/TORLAC,1610612746,1610612761,2017,4,,NBA TV,Q4       - NBA TV,1,2018-04-13T22:39:11.529,2017-18,Regular Season
396,21700397,2017-12-12T00:00:00,1,21700397,3,Final,20171212/ATLCLE,1610612739,1610612737,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
397,21700398,2017-12-12T00:00:00,2,21700398,3,Final,20171212/DENDET,1610612765,1610612743,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
398,21700399,2017-12-12T00:00:00,3,21700399,3,Final,20171212/LALNYK,1610612752,1610612747,2017,5,,ESPN,Q5       - ESPN,1,2018-04-13T22:39:11.529,2017-18,Regular Season
399,21700400,2017-12-12T00:00:00,4,21700400,3,Final,20171212/WASBKN,1610612751,1610612764,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
400,21700401,2017-12-12T00:00:00,6,21700401,3,Final,20171212/PHIMIN,1610612750,1610612755,2017,5,,ESPN,Q5       - ESPN,1,2018-04-13T22:39:11.529,2017-18,Regular Season
401,21700402,2017-12-12T00:00:00,5,21700402,3,Final,20171212/SASDAL,1610612742,1610612759,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
402,21700403,2017-12-12T00:00:00,7,21700403,3,Final,20171212/PHXSAC,1610612758,1610612756,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
403,21700404,2017-12-13T00:00:00,1,21700404,3,Final,20171213/OKCIND,1610612754,1610612760,2017,4,,ESPN,Q4       - ESPN,1,2018-04-13T22:39:11.529,2017-18,Regular Season
404,21700405,2017-12-13T00:00:00,2,21700405,3,Final,20171213/LACORL,1610612753,1610612746,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
405,21700406,2017-12-13T00:00:00,3,21700406,3,Final,20171213/MEMWAS,1610612764,1610612763,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
406,21700407,2017-12-13T00:00:00,4,21700407,3,Final,20171213/DENBOS,1610612738,1610612743,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
407,21700408,2017-12-13T00:00:00,5,21700408,3,Final,20171213/PORMIA,1610612748,1610612757,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
408,21700409,2017-12-13T00:00:00,6,21700409,3,Final,20171213/UTACHI,1610612741,1610612762,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
409,21700410,2017-12-13T00:00:00,7,21700410,3,Final,20171213/MILNOP,1610612740,1610612749,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
410,21700411,2017-12-13T00:00:00,8,21700411,3,Final,20171213/TORPHX,1610612756,1610612761,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
411,21700412,2017-12-13T00:00:00,9,21700412,3,Final,20171213/CHAHOU,1610612745,1610612766,2017,4,,ESPN,Q4       - ESPN,1,2018-04-13T22:39:11.529,2017-18,Regular Season
412,21700413,2017-12-14T00:00:00,1,21700413,3,Final,20171214/DETATL,1610612737,1610612765,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
413,21700414,2017-12-14T00:00:00,2,21700414,3,Final,20171214/NYKBKN,1610612751,1610612752,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
414,21700415,2017-12-14T00:00:00,3,21700415,3,Final,20171214/LALCLE,1610612739,1610612747,2017,4,,TNT,Q4       - TNT,1,2018-04-13T22:39:11.529,2017-18,Regular Season
415,21700416,2017-12-14T00:00:00,4,21700416,3,Final,20171214/SACMIN,1610612750,1610612758,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
416,21700417,2017-12-14T00:00:00,5,21700417,3,Final,20171214/DALGSW,1610612744,1610612742,2017,4,,TNT,Q4       - TNT,1,2018-04-13T22:39:11.529,2017-18,Regular Season
417,21700418,2017-12-15T00:00:00,1,21700418,3,Final,20171215/MIACHA,1610612766,1610612748,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
418,21700419,2017-12-15T00:00:00,2,21700419,3,Final,20171215/DETIND,1610612754,1610612765,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
419,21700420,2017-12-15T00:00:00,3,21700420,3,Final,20171215/PORORL,1610612753,1610612757,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
420,21700421,2017-12-15T00:00:00,4,21700421,3,Final,20171215/OKCPHI,1610612755,1610612760,2017,7,,ESPN,Q7       - ESPN,1,2018-04-13T22:39:11.529,2017-18,Regular Season
421,21700422,2017-12-15T00:00:00,5,21700422,3,Final,20171215/LACWAS,1610612764,1610612746,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
422,21700423,2017-12-15T00:00:00,6,21700423,3,Final,20171215/UTABOS,1610612738,1610612762,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
423,21700424,2017-12-15T00:00:00,7,21700424,3,Final,20171215/BKNTOR,1610612761,1610612751,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
424,21700425,2017-12-15T00:00:00,8,21700425,3,Final,20171215/ATLMEM,1610612763,1610612737,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
425,21700426,2017-12-15T00:00:00,9,21700426,3,Final,20171215/CHIMIL,1610612749,1610612741,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
426,21700427,2017-12-15T00:00:00,10,21700427,3,Final,20171215/NOPDEN,1610612743,1610612740,2017,5,,"",Q5       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
427,21700428,2017-12-15T00:00:00,11,21700428,3,Final,20171215/SASHOU,1610612745,1610612759,2017,4,,ESPN,Q4       - ESPN,1,2018-04-13T22:39:11.529,2017-18,Regular Season
428,21700429,2017-12-16T00:00:00,1,21700429,3,Final,20171216/PORCHA,1610612766,1610612757,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
429,21700430,2017-12-16T00:00:00,2,21700430,3,Final,20171216/UTACLE,1610612739,1610612762,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
430,21700431,2017-12-16T00:00:00,3,21700431,3,Final,20171216/OKCNYK,1610612752,1610612760,2017,4,,NBA TV,Q4       - NBA TV,1,2018-04-13T22:39:11.529,2017-18,Regular Season
431,21700432,2017-12-16T00:00:00,4,21700432,3,Final,20171216/LACMIA,1610612748,1610612746,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
432,21700433,2017-12-16T00:00:00,5,21700433,3,Final,20171216/MILHOU,1610612745,1610612749,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
433,21700434,2017-12-16T00:00:00,6,21700434,3,Final,20171216/PHXMIN,1610612750,1610612756,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
434,21700435,2017-12-16T00:00:00,7,21700435,3,Final,20171216/DALSAS,1610612759,1610612742,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
435,21700436,2017-12-16T00:00:00,8,21700436,3,Final,20171216/BOSMEM,1610612763,1610612738,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
436,21700437,2017-12-17T00:00:00,1,21700437,3,Final,20171217/SACTOR,1610612761,1610612758,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
437,21700438,2017-12-17T00:00:00,2,21700438,3,Final,20171217/ORLDET,1610612765,1610612753,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
438,21700439,2017-12-17T00:00:00,3,21700439,3,Final,20171217/INDBKN,1610612751,1610612754,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
439,21700440,2017-12-17T00:00:00,4,21700440,3,Final,20171217/CLEWAS,1610612764,1610612739,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
440,21700441,2017-12-18T00:00:00,1,21700441,3,Final,20171218/NYKCHA,1610612766,1610612752,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
441,21700442,2017-12-18T00:00:00,2,21700442,3,Final,20171218/BOSIND,1610612754,1610612738,2017,4,,NBA TV,Q4       - NBA TV,1,2018-04-13T22:39:11.529,2017-18,Regular Season
442,21700443,2017-12-18T00:00:00,3,21700443,3,Final,20171218/MIAATL,1610612737,1610612748,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
443,21700444,2017-12-18T00:00:00,4,21700444,3,Final,20171218/PHICHI,1610612741,1610612755,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
444,21700445,2017-12-18T00:00:00,5,21700445,3,Final,20171218/UTAHOU,1610612745,1610612762,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
445,21700446,2017-12-18T00:00:00,6,21700446,3,Final,20171218/PORMIN,1610612750,1610612757,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
446,21700447,2017-12-18T00:00:00,7,21700447,3,Final,20171218/DENOKC,1610612760,1610612743,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
447,21700448,2017-12-18T00:00:00,8,21700448,3,Final,20171218/PHXDAL,1610612742,1610612756,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
448,21700449,2017-12-18T00:00:00,9,21700449,3,Final,20171218/LACSAS,1610612759,1610612746,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
449,21700450,2017-12-18T00:00:00,10,21700450,3,Final,20171218/GSWLAL,1610612747,1610612744,2017,5,,NBA TV,Q5       - NBA TV,1,2018-04-13T22:39:11.529,2017-18,Regular Season
450,21700451,2017-12-19T00:00:00,1,21700451,3,Final,20171219/SACPHI,1610612755,1610612758,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
451,21700452,2017-12-19T00:00:00,2,21700452,3,Final,20171219/NOPWAS,1610612764,1610612740,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
452,21700453,2017-12-19T00:00:00,3,21700453,3,Final,20171219/CLEMIL,1610612749,1610612739,2017,4,,NBA TV,Q4       - NBA TV,1,2018-04-13T22:39:11.529,2017-18,Regular Season
453,21700454,2017-12-20T00:00:00,1,21700454,3,Final,20171220/TORCHA,1610612766,1610612761,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
454,21700455,2017-12-20T00:00:00,2,21700455,3,Final,20171220/INDATL,1610612737,1610612754,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
455,21700456,2017-12-20T00:00:00,3,21700456,3,Final,20171220/MIABOS,1610612738,1610612748,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
456,21700457,2017-12-20T00:00:00,4,21700457,3,Final,20171220/SACBKN,1610612751,1610612758,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
457,21700458,2017-12-20T00:00:00,5,21700458,3,Final,20171220/ORLCHI,1610612741,1610612753,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
458,21700459,2017-12-20T00:00:00,6,21700459,3,Final,20171220/LALHOU,1610612745,1610612747,2017,4,,NBA TV,Q4       - NBA TV,1,2018-04-13T22:39:11.529,2017-18,Regular Season
459,21700460,2017-12-20T00:00:00,7,21700460,3,Final,20171220/UTAOKC,1610612760,1610612762,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
460,21700461,2017-12-20T00:00:00,8,21700461,3,Final,20171220/DETDAL,1610612742,1610612765,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
461,21700462,2017-12-20T00:00:00,9,21700462,3,Final,20171220/MINDEN,1610612743,1610612750,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
462,21700463,2017-12-20T00:00:00,10,21700463,3,Final,20171220/SASPOR,1610612757,1610612759,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
463,21700464,2017-12-20T00:00:00,11,21700464,3,Final,20171220/MEMGSW,1610612744,1610612763,2017,4,,NBA TV,Q4       - NBA TV,1,2018-04-13T22:39:11.529,2017-18,Regular Season
464,21700465,2017-12-20T00:00:00,12,21700465,3,Final,20171220/PHXLAC,1610612746,1610612756,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
465,21700466,2017-12-21T00:00:00,1,21700466,3,Final,20171221/CHICLE,1610612739,1610612741,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
466,21700467,2017-12-21T00:00:00,2,21700467,3,Final,20171221/TORPHI,1610612755,1610612761,2017,4,,"",Q4       -,1,2018-04-13T22:39:11.529,2017-18,Regular Season
