rank,name,slug,poss,orapm,drapm,rapm
151,Ivica Zubac,LAL,1814,-0.9335,1.8053,0.8718
152,Khris Middleton,MIL,12909,1.6396,-0.7709,0.8687
153,Malcolm Brogdon,MIL,6211,0.1839,0.6698,0.8537
154,Omari Johnson,MEM,321,1.2472,-0.3945,0.8527
155,Paul Millsap,DEN,4952,-0.0116,0.8615,0.8499
156,Reggie Bullock,DET,7502,0.7751,0.0741,0.8493
157,Julyan Stone,CHO,775,0.3442,0.4923,0.8365
158,Bryn Forbes,SAS,6487,1.1263,-0.2935,0.8328
159,Jae Crowder,UTA,3281,-0.6797,1.5124,0.8328
160,Shabazz Muhammad,MIL,495,0.4559,0.3702,0.8261
161,Taj Gibson,MIN,11727,0.6594,0.1646,0.8241
162,Lorenzo Brown,TOR,571,-0.1092,0.9203,0.8111
163,Devin Harris,TOT,5843,0.6848,0.1225,0.8073
164,Kyle O'Quinn,NYK,6008,1.1204,-0.3261,0.7943
165,Dante Exum,UTA,1037,0.3764,0.4123,0.7887
166,Patrick Beverley,LAC,1411,0.6298,0.1575,0.7874
167,Josh Hart,LAL,6536,0.993,-0.2099,0.7831
168,D.J. Augustin,ORL,7714,-0.5594,1.3377,0.7783
169,Allen Crabbe,BRK,9760,0.6031,0.1724,0.7755
170,Luke Babbitt,TOT,3106,1.217,-0.4432,0.7738
171,Tobias Harris,DET,6672,1.6631,-0.9087,0.7544
172,Alex Caruso,LAL,2532,-0.7,1.4534,0.7535
173,Dakari Johnson,OKC,681,-0.6369,1.3804,0.7435
174,Jacob Wiley,BRK,150,-0.1257,0.8555,0.7298
175,Avery Bradley,LAC,705,0.1574,0.5716,0.7289
176,Jarrett Allen,BRK,6340,0.2499,0.4709,0.7208
177,Ian Clark,NOP,6430,0.9129,-0.1968,0.7161
178,David West,GSW,4250,-1.0305,1.7219,0.6914
179,Luke Kennard,DET,6216,0.9409,-0.276,0.6649
180,Dirk Nowitzki,DAL,7991,2.7003,-2.0359,0.6644
181,Ersan Ilyasova,PHI,2583,-0.6701,1.3344,0.6643
182,Malik Beasley,DEN,2595,0.4467,0.2165,0.6632
183,Tim Hardaway,NYK,8327,0.5526,0.1082,0.6607
184,Kyrie Irving,BOS,8362,1.5567,-0.9127,0.644
185,Rodney McGruder,MIA,1257,1.3816,-0.7495,0.6322
186,Jason Terry,MIL,3477,0.8116,-0.188,0.6235
187,Tyler Zeller,MIL,1805,0.9605,-0.3493,0.6112
188,Matt Williams,MIA,47,0.2063,0.3983,0.6046
189,Boban Marjanovic,TOT,1499,0.5738,0.0181,0.592
190,Domantas Sabonis,IND,7760,0.3706,0.2167,0.5873
191,Malcolm Miller,TOR,537,0.1544,0.4322,0.5866
192,Matt Costello,SAS,134,0.5695,0.0127,0.5823
193,Danny Green,SAS,7485,-0.0254,0.6074,0.5821
194,Tyler Zeller,TOT,4873,0.3036,0.2721,0.5756
195,Georgios Papagiannis,POR,16,0.2485,0.3177,0.5662
196,Rudy Gay,SAS,5259,0.1452,0.42,0.5652
197,Marvin Williams,CHO,8928,-0.107,0.6706,0.5636
198,Evan Fournier,ORL,8210,1.2617,-0.6999,0.5618
199,Amir Johnson,PHI,5302,-0.7746,1.3363,0.5617
200,Malcolm Delaney,ATL,4445,-0.2797,0.8354,0.5556
201,Tyler Zeller,BRK,3068,-0.0829,0.6377,0.5547
202,Kentavious Caldwell-Pope,LAL,11122,0.4406,0.0928,0.5334
203,Trey Burke,NYK,3409,2.7116,-2.2024,0.5092
204,Isaiah Thomas,LAL,2093,1.4253,-0.9299,0.4954
205,Dwyane Wade,CLE,4768,-0.4955,0.9805,0.485
206,Glenn Robinson,IND,1441,0.086,0.3954,0.4813
207,Tim Frazier,WAS,3596,0.2621,0.2168,0.4789
208,Alan Williams,PHO,295,-0.2734,0.7514,0.478
209,Cole Aldrich,MIN,218,0.3051,0.1694,0.4745
210,Manu Ginobili,SAS,5628,0.8479,-0.3755,0.4724
211,Zach Collins,POR,4433,0.8906,-0.4193,0.4713
212,DeMarre Carroll,BRK,9620,-0.3626,0.8156,0.453
213,Alec Peters,PHO,1012,0.5036,-0.0583,0.4454
214,Travis Wear,LAL,989,0.3719,0.0642,0.4361
215,Al Jefferson,IND,2074,0.1978,0.2374,0.4353
216,Milton Doyle,BRK,540,0.0281,0.4013,0.4294
217,Cedi Osman,CLE,2931,1.2999,-0.8759,0.424
218,Larry Nance,CLE,2185,-0.6929,1.1083,0.4154
219,MarShon Brooks,MEM,843,1.1286,-0.7252,0.4034
220,Wade Baldwin,POR,356,0.0316,0.3715,0.403
221,Jon Leuer,DET,604,-0.2429,0.6441,0.4012
222,Jusuf Nurkic,POR,9064,-1.0026,1.3907,0.3881
223,Nigel Hayes,LAL,44,0.4962,-0.1216,0.3745
224,Derrick Favors,UTA,9085,0.5973,-0.2288,0.3685
225,Kawhi Leonard,SAS,897,-0.6907,1.0551,0.3643
226,Rodney Hood,CLE,2336,1.3572,-0.9931,0.3641
227,Gian Clavell,DAL,275,0.0028,0.3585,0.3613
228,Gary Payton,LAL,514,0.5073,-0.1537,0.3537
229,Bruno Caboclo,TOR,27,0.0903,0.2552,0.3456
230,Troy Williams,NYK,1284,0.8123,-0.4678,0.3445
231,Willy Hernangomez,CHO,1160,0.4825,-0.1392,0.3433
232,Mike Conley,MEM,1558,0.0732,0.2696,0.3428
233,Dewayne Dedmon,ATL,6713,0.0401,0.2993,0.3394
234,Davis Bertans,SAS,4637,-0.225,0.5527,0.3277
235,Jabari Bird,BOS,503,0.3894,-0.0625,0.327
236,Damien Wilkins,IND,643,0.4466,-0.1216,0.325
237,Shane Larkin,BOS,3289,-1.3327,1.6566,0.3239
238,Jamil Wilson,LAC,1185,-0.3352,0.6565,0.3213
239,Jeff Withey,DAL,180,-0.0733,0.3891,0.3158
240,Darrun Hilliard,SAS,401,0.7891,-0.4858,0.3032
241,Iman Shumpert,CLE,1215,-0.3112,0.6138,0.3026
242,Montrezl Harrell,LAC,5863,0.6336,-0.3344,0.2992
243,Troy Williams,TOT,1356,0.7568,-0.4596,0.2972
244,Davon Reed,PHO,1112,-0.9611,1.2583,0.2971
245,Brandan Wright,HOU,68,0.4107,-0.1139,0.2968
246,Jarell Eddie,CHI,14,0.157,0.1331,0.2902
247,Tyler Johnson,MIA,8804,-0.0182,0.2984,0.2802
248,Shabazz Napier,POR,6529,-0.1051,0.3836,0.2785
249,JaVale McGee,GSW,2746,0.7899,-0.52,0.2699
250,Nicolas Brussino,ATL,44,-0.0751,0.3358,0.2607
251,Jordan Clarkson,CLE,2788,-0.2353,0.493,0.2577
252,Dwayne Bacon,CHO,3152,-0.614,0.8604,0.2464
253,Mangok Mathiang,CHO,89,0,0.2411,0.2411
254,Jarell Martin,MEM,7163,-0.6806,0.9083,0.2277
255,Anthony Brown,MIN,20,0.1078,0.1187,0.2265
256,Justin Patton,MIN,20,0.1078,0.1187,0.2265
257,R.J. Hunter,HOU,191,-0.0109,0.2364,0.2254
258,Briante Weber,MEM,532,0.583,-0.3576,0.2254
259,Bruno Caboclo,TOT,439,-0.2171,0.4319,0.2148
260,Marcus Paige,CHO,121,0.2505,-0.0409,0.2096
261,Bruno Caboclo,SAC,412,-0.2373,0.4435,0.2062
262,Patty Mills,SAS,8959,1.4127,-1.2065,0.2062
263,Frank Ntilikina,NYK,7409,-1.651,1.8538,0.2028
264,Mirza Teletovic,MIL,694,-0.1011,0.3011,0.2001
265,Trevor Ariza,HOU,9987,-0.0513,0.2509,0.1996
266,Michael Beasley,NYK,7187,1.1027,-0.9053,0.1974
267,Ricky Rubio,UTA,9606,-0.6424,0.8387,0.1963
268,Dorian Finney-Smith,DAL,1921,-0.8146,1.0072,0.1926
269,Dwight Howard,CHO,10965,-0.2995,0.4878,0.1883
270,Gary Payton,TOT,969,0.2431,-0.0569,0.1862
271,Damian Jones,GSW,368,-0.167,0.3496,0.1826
272,Goran Dragic,MIA,10252,0.4483,-0.2667,0.1817
273,Derrick Rose,MIN,486,0.1127,0.0681,0.1809
274,Jordan Crawford,NOP,259,0.6022,-0.4223,0.18
275,Ron Baker,NYK,1670,0.3329,-0.16,0.1729
276,Jeff Green,CLE,8098,-0.798,0.9599,0.1619
277,Jonas Jerebko,UTA,4811,0.6991,-0.5394,0.1598
278,Jonathan Gibson,BOS,178,0.4416,-0.2901,0.1515
279,Malachi Richardson,TOR,18,0.1494,0,0.1494
280,Devin Robinson,WAS,62,-0.0366,0.1813,0.1447
281,Jacob Pullen,PHI,28,-0.0779,0.2128,0.1349
282,Vince Carter,SAC,4355,-0.2674,0.3995,0.1321
283,Chris McCullough,WAS,436,-0.1159,0.2464,0.1305
284,Shelvin Mack,ORL,5905,-0.4009,0.5303,0.1295
285,Deyonta Davis,MEM,4149,0.3846,-0.2664,0.1182
286,James Michael McAdoo,PHI,76,0.1238,-0.0084,0.1155
287,Naz Mitrou-Long,UTA,1,0.0674,0.035,0.1025
288,Damion Lee,ATL,1785,-0.2399,0.3324,0.0925
289,Nigel Hayes,TOR,24,-0.0315,0.1151,0.0836
290,Tyler Ennis,LAL,3047,-1.0698,1.1517,0.082
291,Isaiah Whitehead,BRK,788,-0.635,0.713,0.078
292,Kay Felder,DET,23,0.0012,0.0717,0.073
293,Josh Magette,ATL,914,0.2358,-0.1632,0.0727
294,Willie Reed,DET,36,0.1724,-0.1001,0.0722
295,Willie Reed,TOT,1956,-0.0572,0.1284,0.0711
296,Willie Reed,LAC,1920,-0.0615,0.1327,0.0711
297,Larry Drew,NOP,235,0.2347,-0.168,0.0667
298,Quincy Acy,BRK,5971,0.3264,-0.2613,0.0651
299,Vince Hunter,MEM,32,-0.0064,0.064,0.0576
300,Chandler Parsons,MEM,2971,1.3412,-1.2881,0.0532
301,Brice Johnson,TOT,448,-0.0295,0.0755,0.0459
302,Gordon Hayward,BOS,22,-0.0356,0.0733,0.0377
303,Josh McRoberts,DAL,24,0.0088,0.0179,0.0266
304,J.J. Barea,DAL,6810,1.3279,-1.3065,0.0214
305,Mike Muscala,ATL,4766,0.0797,-0.0609,0.0188
306,Terrence Ross,ORL,2705,-0.1982,0.216,0.0178
307,Larry Drew,TOT,285,0.1738,-0.1611,0.0127
308,Xavier Silas,BOS,34,0.0071,-0.0032,0.004
309,Udonis Haslem,MIA,287,-0.4272,0.4264,-8e-04
310,Omer Asik,NOP,534,0.1033,-0.1045,-0.0012
311,Trey McKinney-Jones,IND,5,0.0335,-0.0352,-0.0017
312,Chris Boucher,GSW,5,-0.0645,0.0628,-0.0017
313,Gary Payton,MIL,455,-0.0553,0.0524,-0.0029
314,Dillon Brooks,MEM,9981,-0.9082,0.9003,-0.0079
315,Nikola Mirotic,NOP,3961,0.084,-0.0984,-0.0144
316,Luke Babbitt,MIA,615,0.0305,-0.0488,-0.0183
317,Monte Morris,DEN,111,0.0459,-0.0652,-0.0193
318,Brandan Wright,TOT,1655,-1.3597,1.3324,-0.0273
319,Kendrick Perkins,CLE,68,0.0738,-0.102,-0.0282
320,Mindaugas Kuzminskas,NYK,6,-0.1248,0.0953,-0.0296
321,Reggie Hearn,DET,28,-0.067,0.0306,-0.0364
322,Marshall Plumlee,MIL,236,-0.5846,0.5458,-0.0388
323,Brandan Wright,MEM,1587,-1.4356,1.3944,-0.0412
324,Rashad Vaughn,BRK,16,0,-0.0487,-0.0487
325,Thomas Bryant,LAL,325,-0.0743,0.0248,-0.0495
326,Nate Wolters,UTA,74,-0.0094,-0.0405,-0.0498
327,Guerschon Yabusele,BOS,1032,-0.1199,0.0601,-0.0598
328,PJ Dozier,OKC,10,-0.0239,-0.039,-0.0628
329,George Hill,TOT,7665,0.8826,-0.946,-0.0634
330,Jarell Eddie,TOT,35,-0.0274,-0.0429,-0.0703
331,Isaiah Canaan,HOU,18,0.038,-0.1108,-0.0728
332,Jerami Grant,OKC,7210,-0.6366,0.5634,-0.0733
333,Chinanu Onuaku,HOU,82,-0.1695,0.0936,-0.076
334,Rashad Vaughn,ORL,157,-0.1804,0.1038,-0.0766
335,Jeremy Lin,BRK,127,0.1929,-0.2708,-0.0779
336,C.J. Miles,TOR,5850,-0.1758,0.088,-0.0878
337,Greg Monroe,MIL,341,-0.3526,0.2601,-0.0925
338,Mike Scott,WAS,6161,0.5168,-0.6191,-0.1023
339,Jonas Valanciunas,TOR,7523,1.1493,-1.2581,-0.1088
340,Jack Cooley,SAC,366,-0.544,0.4346,-0.1094
341,Derrick Jones,PHO,157,-0.1189,0.0035,-0.1154
342,Isaiah Hicks,NYK,1062,-0.3097,0.1939,-0.1158
343,Vander Blue,LAL,200,-0.3492,0.2324,-0.1169
344,Arron Afflalo,ORL,2931,-0.2716,0.1543,-0.1174
345,Jeremy Evans,ATL,25,-0.0154,-0.1024,-0.1178
346,Ryan Arcidiacono,CHI,1326,-0.5981,0.47,-0.128
347,Trevor Booker,IND,1140,-0.7118,0.5829,-0.1289
348,Tim Quarterman,HOU,66,-0.4021,0.2681,-0.134
349,Rashad Vaughn,TOT,911,-0.0263,-0.1088,-0.1351
350,Kadeem Allen,BOS,470,-0.4585,0.321,-0.1375
351,Alfonzo McKinnie,TOR,237,0.1372,-0.278,-0.1408
352,Rashad Vaughn,MIL,738,0.0059,-0.1554,-0.1494
353,Tobias Harris,TOT,11611,0.8335,-0.9846,-0.1511
354,Nigel Hayes,TOT,507,-0.7947,0.6436,-0.1511
355,Jeff Teague,MIN,10039,0.54,-0.6971,-0.1571
356,Okaro White,MIA,336,-0.1678,0.0015,-0.1663
357,Garrett Temple,SAC,6870,-1.2678,1.0982,-0.1696
358,Charles Cooke,NOP,171,-0.4303,0.255,-0.1754
359,Edmond Sumner,IND,8,-0.0734,-0.1049,-0.1783
360,Tony Bradley,UTA,127,-0.2032,0.018,-0.1853
361,Cory Joseph,IND,9487,-0.5165,0.3228,-0.1938
362,Antonius Cleveland,ATL,198,-0.3407,0.1468,-0.194
363,Myke Henry,MEM,1647,0.4976,-0.6937,-0.1961
364,Marcus Georges-Hunt,MIN,999,0.0799,-0.2779,-0.1981
365,Sean Kilpatrick,LAC,163,0.3222,-0.5206,-0.1985
366,Josh Smith,NOP,57,-0.3067,0.1042,-0.2025
367,Boban Marjanovic,DET,732,0.0812,-0.2842,-0.2029
368,Tyler Lydon,DEN,7,-0.0339,-0.1711,-0.205
369,Jameel Warney,DAL,107,-0.0259,-0.1805,-0.2064
370,Andrew Wiggins,MIN,12878,0.1461,-0.3577,-0.2116
371,Nigel Hayes,SAC,439,-0.9658,0.7492,-0.2167
372,Maxi Kleber,DAL,5181,-1.4309,1.2132,-0.2177
373,Omri Casspi,GSW,3311,-0.7448,0.5265,-0.2183
374,Luis Montero,DET,32,-0.1729,-0.0454,-0.2183
375,Omer Asik,TOT,798,0.0279,-0.2515,-0.2236
376,Derrick Williams,LAL,46,-0.5853,0.3588,-0.2265
377,Larry Nance,TOT,6346,-0.9359,0.7061,-0.2298
378,Georges Niang,UTA,142,-0.3272,0.0969,-0.2303
379,Damyean Dotson,NYK,2065,-1.3572,1.1261,-0.2311
380,Joe Young,IND,2391,-0.4502,0.2092,-0.2409
381,Marcin Gortat,WAS,8921,-0.3897,0.1486,-0.2411
382,Larry Drew,PHI,50,-0.1128,-0.1287,-0.2415
383,Erik McCree,UTA,32,-0.0338,-0.2084,-0.2422
384,Jordan Clarkson,TOT,8505,-0.8123,0.5605,-0.2518
385,Marquese Chriss,PHO,6942,-0.7502,0.4933,-0.2569
386,Dwyane Wade,TOT,6829,-0.8252,0.5598,-0.2655
387,Sindarius Thornwell,LAC,5209,-2.1765,1.9102,-0.2663
388,Cody Zeller,CHO,2731,-0.4517,0.1773,-0.2743
389,Hassan Whiteside,MIA,5896,-1.0914,0.8094,-0.282
390,Ike Anigbogu,IND,136,0.0784,-0.3669,-0.2885
391,Luol Deng,LAL,61,-0.1946,-0.097,-0.2916
392,Darrell Arthur,DEN,625,-0.1176,-0.1761,-0.2937
393,Aaron Jackson,HOU,138,-0.2356,-0.0594,-0.2951
394,Paul George,OKC,12842,-0.1482,-0.1528,-0.301
395,Jarell Eddie,BOS,21,-0.1503,-0.1603,-0.3106
396,Jalen Jones,NOP,88,-0.0474,-0.2772,-0.3246
397,David Stockton,UTA,41,-0.1162,-0.2188,-0.335
398,Nik Stauskas,BRK,2058,-0.2138,-0.1444,-0.3583
399,Darius Miller,NOP,8702,1.0594,-1.4183,-0.359
400,Derrick Jones,TOT,1051,-0.8807,0.5212,-0.3595
401,Scotty Hopson,DAL,44,-0.2564,-0.1082,-0.3646
402,Solomon Hill,NOP,876,-0.4196,0.0496,-0.37
403,Nik Stauskas,TOT,2255,-0.2661,-0.1203,-0.3864
404,Antonius Cleveland,TOT,551,-0.73,0.3381,-0.3919
405,Derrick Jones,MIA,894,-1.0144,0.6121,-0.4024
406,Julius Randle,LAL,9901,0.5088,-0.9118,-0.403
407,Devin Booker,PHO,8637,0.1339,-0.5448,-0.4108
408,Demetrius Jackson,PHI,81,0.1846,-0.6018,-0.4172
409,Joe Johnson,HOU,2196,-0.8734,0.454,-0.4193
410,"Walt Lemon, Jr.",NOP,163,0.0689,-0.4919,-0.423
411,Daniel Theis,BOS,4065,-1.0756,0.6525,-0.4231
412,Timofey Mozgov,BRK,1622,-1.0885,0.6607,-0.4278
413,Brandon Paul,SAS,2529,-1.5491,1.1195,-0.4296
414,London Perrantes,CLE,281,0.0785,-0.5096,-0.431
415,Dante Cunningham,BRK,2007,0.1585,-0.5968,-0.4384
416,Mike James,NOP,87,-0.1203,-0.3294,-0.4497
417,Daniel Hamilton,OKC,114,-0.3852,-0.0694,-0.4546
418,Willy Hernangomez,TOT,2178,-0.3733,-0.0848,-0.4581
419,Xavier Munford,MIL,87,-0.2186,-0.2486,-0.4671
420,Anthony Tolliver,DET,7566,0.2274,-0.6954,-0.468
421,Sean Kilpatrick,CHI,935,-0.0993,-0.3692,-0.4685
422,Carmelo Anthony,OKC,11154,0.3132,-0.7955,-0.4823
423,Greg Monroe,PHO,2073,-0.0222,-0.4665,-0.4886
424,Trevor Booker,PHI,2176,-0.1022,-0.3869,-0.4891
