game_id,period,pts,poss_num,id,dummy
21700001,2,0,74,d0202681,1
21700001,2,0,75,o0202681,1
21700001,2,0,76,d0203382,1
21700001,2,0,77,o0203382,1
21700001,2,0,78,d0203382,1
21700001,2,0,79,o0203382,1
21700001,2,2,80,d0203382,1
21700001,2,0,81,o0203382,1
21700001,2,2,82,d0203382,1
21700001,2,2,83,o0203382,1
21700001,2,0,84,d0203382,1
21700001,2,0,85,o0203382,1
21700001,2,0,86,d0203382,1
21700001,2,2,87,o0203382,1
21700001,2,0,88,d0203382,1
21700001,2,0,89,o0203382,1
21700001,2,2,90,d0203382,1
21700001,2,2,91,o0203382,1
21700001,2,2,92,d0203382,1
21700001,2,2,93,o0203382,1
21700001,2,0,94,d0203382,1
21700001,2,0,95,o0203382,1
21700001,2,2,96,d0203382,1
21700001,2,0,97,o0202681,1
21700001,3,0,98,d0202681,1
21700001,3,2,99,o0202681,1
21700001,3,0,100,d0202681,1
21700001,3,2,101,o0202681,1
21700001,3,4,102,d0202681,1
21700001,3,0,103,o0202681,1
21700001,3,2,104,d0202681,1
21700001,3,1,105,o0202681,1
21700001,3,0,106,d0202681,1
21700001,3,0,107,o0202681,1
21700001,3,0,108,d0202681,1
21700001,3,2,109,o0202681,1
21700001,3,0,110,d0202681,1
21700001,3,2,111,o0202681,1
21700001,3,0,112,d0202681,1
21700001,3,2,113,o0202681,1
21700001,3,0,114,d0202681,1
21700001,3,2,115,o0202681,1
21700001,3,2,116,d0202681,1
21700001,3,0,117,o0202681,1
21700001,3,0,118,d0202681,1
21700001,3,0,119,o0202681,1
21700001,3,0,120,d0202681,1
21700001,3,3,121,o0202681,1
21700001,3,2,122,d0202681,1
21700001,3,0,123,o0202681,1
21700001,3,0,124,d0202681,1
21700001,3,0,125,o0202681,1
21700001,3,0,126,d0202681,1
21700001,3,3,127,o0202681,1
21700001,3,0,128,d0202681,1
21700001,3,2,129,o0202681,1
21700001,3,2,130,d0202681,1
21700001,3,0,131,o0202681,1
21700001,3,0,132,d0202681,1
21700001,3,3,133,o0202681,1
21700001,3,0,134,d0202681,1
21700001,3,0,135,o0202681,1
21700001,3,0,136,d0203499,1
21700001,3,0,137,o0203499,1
21700001,3,2,138,d0203499,1
21700001,3,0,139,o0203499,1
21700001,3,0,140,d0203499,1
21700001,3,2,141,o0203499,1
21700001,3,0,142,d0203499,1
21700001,3,3,143,o0203499,1
21700001,3,0,144,d0203499,1
21700001,3,0,145,o0203499,1
21700001,3,0,146,d0203499,1
21700001,3,1,147,o0203499,1
21700001,3,0,148,d0203499,1
21700001,3,2,149,o0203499,1
21700001,3,3,150,d0203499,1
21700001,4,0,151,o0203499,1
21700001,4,2,152,d0203499,1
21700001,4,1,153,o0203499,1
21700001,4,1,154,d0203499,1
21700001,4,1,155,o0202681,1
21700001,4,2,156,d0202681,1
21700001,4,2,157,o0202681,1
21700001,4,0,158,d0202681,1
21700001,4,3,159,o0202681,1
21700001,4,2,160,d0202681,1
21700001,4,3,161,o0203382,1
21700001,4,2,162,d0203382,1
21700001,4,0,163,o0203382,1
21700001,4,0,164,d0203382,1
21700001,4,2,165,o0203382,1
21700001,4,0,166,d0202681,1
21700001,4,0,167,o0202681,1
21700001,4,2,168,d0202681,1
21700001,4,3,169,o0202681,1
21700001,4,2,170,d0202681,1
21700001,4,0,171,o0202681,1
21700001,4,0,172,d0202681,1
21700001,4,0,173,o0202681,1
21700001,4,0,174,d0202681,1
21700001,4,1,175,o0202681,1
21700001,4,-1,176,d0201143,1
21700001,4,0,177,o0202681,1
21700001,4,2,178,d0202681,1
21700001,4,3,179,o0202681,1
21700001,4,3,180,d0202681,1
21700001,4,0,181,o0202681,1
21700001,4,0,182,d0202681,1
21700001,4,2,183,o0202681,1
21700001,4,2,184,d0202681,1
21700001,4,2,185,o0202681,1
21700001,4,2,186,d0202681,1
21700001,4,2,187,o0202681,1
21700001,4,2,188,d0202681,1
21700001,4,0,189,o0202681,1
21700001,4,2,190,d0202681,1
21700001,4,0,191,o0202681,1
21700001,4,3,192,d0202681,1
21700001,4,1,193,o0202681,1
21700001,4,0,194,d0202681,1
21700001,4,0,195,o0202681,1
21700001,1,2,1,o0202681,1
21700001,1,0,2,d0202681,1
21700001,1,0,3,o0202681,1
21700001,1,0,4,d0202681,1
21700001,1,2,5,o0202681,1
21700001,1,3,6,d0202681,1
21700001,1,0,7,o0202681,1
21700001,1,2,8,d0202681,1
21700001,1,0,9,o0202681,1
21700001,1,2,10,d0202681,1
21700001,1,2,11,o0202681,1
21700001,1,2,12,d0202681,1
21700001,1,0,13,o0202681,1
21700001,1,0,14,d0202681,1
21700001,1,2,15,o0202681,1
21700001,1,0,16,d0202681,1
21700001,1,2,17,o0202681,1
21700001,1,0,18,d0202681,1
21700001,1,0,19,o0202681,1
21700001,1,0,20,d0202681,1
21700001,1,2,21,o0202681,1
21700001,1,0,22,d0203935,1
21700001,1,0,23,o0203935,1
21700001,1,0,24,d0203935,1
21700001,1,0,25,o0203935,1
21700001,1,2,26,d0203935,1
21700001,1,2,27,o0203935,1
21700001,1,2,28,d0203935,1
21700001,1,0,29,o0203935,1
21700001,1,0,30,d0203935,1
21700001,1,0,31,o0203935,1
21700001,1,2,32,d0203935,1
21700001,1,3,33,o0203935,1
21700001,1,2,34,d0203935,1
21700001,1,0,35,o0203935,1
21700001,1,0,36,d0203935,1
21700001,1,0,37,o0203935,1
21700001,1,3,38,d0203935,1
21700001,1,0,39,o0203935,1
