rank,name,slug,poss,orapm,drapm,rapm
422,Paul Pierce,LAC,5293,0.2173,-1.0836,-0.8663
423,James Ennis,MEM,175,-0.6241,-0.2507,-0.8748
424,Kris Humphries,PHO,351,-0.5744,-0.3087,-0.8831
425,Jordan Clarkson,LAL,11072,0.2372,-1.1232,-0.8861
426,Anthony Bennett,TOR,369,-0.1408,-0.7602,-0.901
427,Kevin Martin,MIN,3645,-0.9895,0.0747,-0.9148
428,Xavier Munford,MEM,1053,-0.2358,-0.6805,-0.9163
429,Will Barton,DEN,10291,-0.7024,-0.2207,-0.9231
430,Brian Roberts,POR,625,-1.2017,0.276,-0.9257
431,JaKarr Sampson,DEN,2012,-0.6805,-0.2522,-0.9327
432,Dwight Powell,DAL,4307,-2.2693,1.3277,-0.9416
433,Sonny Weems,TOT,2294,-1.0267,0.0812,-0.9455
434,Joe Ingles,UTA,5226,-1.4513,0.4657,-0.9856
435,J.J. Barea,DAL,7115,1.3527,-2.3431,-0.9905
436,Bruno Caboclo,TOR,186,-0.8942,-0.1298,-1.024
437,Toney Douglas,NOP,5509,0.8874,-1.9151,-1.0276
438,Kevin Martin,TOT,4751,-0.8062,-0.2238,-1.03
439,Kendrick Perkins,NOP,2354,0.3973,-1.4335,-1.0362
440,P.J. Tucker,PHO,11333,-1.4563,0.4095,-1.0469
441,Marreese Speights,GSW,3625,-0.1085,-0.9413,-1.0499
442,Devyn Marble,ORL,1120,-1.3017,0.2516,-1.0501
443,James Jones,CLE,2007,-1.7896,0.725,-1.0646
444,Thaddeus Young,BRK,10167,0.3385,-1.4045,-1.0659
445,DeJuan Blair,WAS,995,-0.456,-0.6138,-1.0698
446,Justin Holiday,ATL,1130,-0.348,-0.7242,-1.0723
447,Kenneth Faried,DEN,7344,0.8381,-1.9122,-1.0741
448,Dion Waiters,OKC,9564,0.073,-1.151,-1.078
449,Lou Amundson,NYK,880,-1.5187,0.4215,-1.0972
450,Devin Booker,PHO,9411,-0.4814,-0.6172,-1.0986
451,Bryce Dejean-Jones,NOP,1188,-0.7366,-0.3688,-1.1053
452,Justin Harper,DET,139,-0.3172,-0.7966,-1.1138
453,John Henson,MIL,4150,-1.6719,0.5523,-1.1196
454,Jameer Nelson,DEN,4438,-0.2348,-0.8863,-1.1211
455,R.J. Hunter,BOS,1394,-1.7057,0.5833,-1.1224
456,Shabazz Napier,ORL,2553,-0.4279,-0.6983,-1.1262
457,Luis Montero,POR,173,-0.8813,-0.2537,-1.135
458,Elton Brand,PHI,994,-1.6539,0.5108,-1.1432
459,Sonny Weems,PHO,1943,-1.1155,-0.048,-1.1636
460,Rashad Vaughn,MIL,4246,-0.3954,-0.7826,-1.178
461,Jeff Teague,ATL,9886,-0.5541,-0.6292,-1.1833
462,Noah Vonleh,POR,4978,-1.1201,-0.0659,-1.186
463,Austin Rivers,LAC,6473,-1.0442,-0.1447,-1.1889
464,Jabari Parker,MIL,10272,0.191,-1.4074,-1.2165
465,Luis Scola,TOR,6917,-0.1902,-1.0294,-1.2196
466,Al Jefferson,CHO,4686,-1.2566,0.0259,-1.2307
467,J.J. Hickson,DEN,1336,-1.2689,0.0317,-1.2372
468,P.J. Hairston,TOT,5591,-0.5182,-0.7192,-1.2374
469,Jeremy Evans,DAL,1125,-1.1573,-0.095,-1.2523
470,Chris McCullough,BRK,1579,-0.1211,-1.1418,-1.2629
471,John Jenkins,PHO,1335,-1.0588,-0.2114,-1.2702
472,Jerami Grant,PHI,9210,-1.7576,0.4655,-1.2922
473,Norris Cole,NOP,5225,-0.0888,-1.2216,-1.3105
474,Jordan Farmar,MEM,1216,-0.2735,-1.0678,-1.3413
475,J.J. Hickson,TOT,1979,-1.3645,0.0213,-1.3432
476,Archie Goodwin,PHO,5011,0.0934,-1.4678,-1.3744
477,Shane Larkin,BRK,7490,-0.42,-0.9602,-1.3802
478,Chris Copeland,MIL,646,-0.2935,-1.0998,-1.3933
479,Gary Harris,DEN,10613,0.5521,-1.9597,-1.4076
480,Kevin Martin,SAS,1106,-0.2021,-1.2074,-1.4095
481,Kris Humphries,TOT,3737,-0.5377,-0.8909,-1.4286
482,James Johnson,TOR,3863,-0.5327,-0.901,-1.4337
483,Ramon Sessions,WAS,7492,-1.0314,-0.4034,-1.4348
484,Lance Stephenson,LAC,3032,-1.3125,-0.1474,-1.4598
485,Andrea Bargnani,BRK,2692,-0.6825,-0.8056,-1.4881
486,P.J. Hairston,CHO,3985,-0.5143,-0.9862,-1.5006
487,Tyus Jones,MIN,2475,-0.4237,-1.0865,-1.5102
488,Myles Turner,IND,6030,-1.796,0.2397,-1.5564
489,Jarell Eddie,WAS,680,-1.238,-0.321,-1.5589
490,JaVale McGee,DAL,1569,-1.5812,0.0218,-1.5595
491,Nikola Pekovic,MIN,631,-0.6771,-0.8826,-1.5597
492,J.J. Hickson,WAS,643,-1.5632,-1e-04,-1.5633
493,Derrick Rose,CHI,9130,-0.2937,-1.282,-1.5757
494,Josh Smith,TOT,3929,-1.6235,0.0425,-1.581
495,Bradley Beal,WAS,7576,0.1341,-1.7201,-1.5859
496,Tyler Zeller,BOS,3206,-1.2544,-0.3525,-1.6069
497,Quincy Acy,SAC,3922,-1.7647,0.1522,-1.6125
498,Briante Weber,TOT,733,-0.6761,-0.9495,-1.6257
499,Henry Sims,BRK,1156,-0.9398,-0.6888,-1.6286
500,Kevin Seraphin,NYK,2265,-2.1409,0.5083,-1.6326
501,Ian Clark,GSW,2534,-0.2879,-1.3591,-1.647
502,Briante Weber,MEM,722,-0.6881,-0.9648,-1.653
503,Cameron Payne,OKC,3022,-0.4689,-1.1917,-1.6606
504,Brandan Wright,MEM,925,-0.7688,-0.8944,-1.6632
505,Jerian Grant,NYK,5417,-1.7664,0.0955,-1.6708
506,Greg Smith,MIN,840,-0.8877,-0.7861,-1.6738
507,Mitch McGary,OKC,349,-0.8175,-0.8606,-1.6781
508,Charlie Villanueva,DAL,2908,-1.1802,-0.4985,-1.6787
509,Tony Wroten,PHI,675,-1.4443,-0.2622,-1.7065
510,Mike Miller,DEN,1632,-0.8812,-0.8362,-1.7174
511,Jason Thompson,GSW,836,-0.754,-0.9635,-1.7175
512,Frank Kaminsky,CHO,7417,-1.82,0.1004,-1.7196
513,Bismack Biyombo,TOR,7601,-1.9451,0.2249,-1.7202
514,Brandon Knight,PHO,8327,0.0572,-1.7812,-1.7241
515,Chase Budinger,PHO,891,-0.3657,-1.3631,-1.7288
516,Kyle Singler,OKC,4352,-2.1285,0.3901,-1.7383
517,Bojan Bogdanovic,BRK,9033,-0.3063,-1.4437,-1.75
518,Steve Blake,DET,4223,-0.7388,-1.0243,-1.7632
519,Kobe Bryant,LAL,8176,0.4871,-2.2613,-1.7742
520,Thomas Robinson,BRK,3977,-1.2932,-0.525,-1.8182
521,Glenn Robinson,IND,2175,-1.0073,-0.8448,-1.8521
522,Anderson Varejao,GSW,818,-0.5322,-1.33,-1.8622
523,Nerlens Noel,PHI,8699,-2.3391,0.4451,-1.8941
524,Adreian Payne,MIN,2075,-0.5174,-1.3945,-1.9119
525,Devin Harris,DAL,5634,-2.3199,0.4062,-1.9137
526,Drew Gooden,WAS,1376,-0.7904,-1.1289,-1.9193
527,Jordan Hamilton,NOP,1308,-0.2059,-1.7447,-1.9506
528,Johnny O'Bryant,MIL,3559,-0.6039,-1.357,-1.9609
529,Reggie Bullock,DET,1827,-0.3867,-1.6207,-2.0074
530,Dwight Howard,HOU,10097,-1.3701,-0.6403,-2.0104
531,Zach Randolph,MEM,8447,-0.2579,-1.7598,-2.0177
532,Dante Cunningham,NOP,8531,-0.2663,-1.7782,-2.0445
533,Joe Young,IND,1692,-1.4172,-0.6358,-2.0531
534,Caron Butler,SAC,802,-1.5898,-0.4685,-2.0583
535,Shelvin Mack,ATL,774,-1.1198,-0.9689,-2.0888
536,Stanley Johnson,DET,7434,-1.9109,-0.2199,-2.1308
537,Ersan Ilyasova,ORL,1986,-0.2209,-1.9117,-2.1325
538,Timofey Mozgov,CLE,5528,-1.4786,-0.6796,-2.1583
539,Mike Muscala,ATL,2410,-1.1613,-1.0353,-2.1966
540,Courtney Lee,CHO,3569,0.627,-2.8788,-2.2517
541,Richard Jefferson,CLE,5611,-1.9486,-0.3048,-2.2534
542,Zach LaVine,MIN,10016,-0.0638,-2.2266,-2.2904
543,Spencer Dinwiddie,DET,695,-2.5024,0.2113,-2.2912
544,Marco Belinelli,SAC,7508,-1.7005,-0.6011,-2.3016
545,Joffrey Lauvergne,DEN,4467,-0.6405,-1.673,-2.3135
546,Lou Williams,LAL,8394,-0.5435,-1.7849,-2.3285
547,Kris Humphries,WAS,2069,-0.9092,-1.4405,-2.3497
548,Kosta Koufos,SAC,6604,-0.6369,-1.716,-2.3529
549,Kendall Marshall,PHI,1806,-0.2379,-2.1275,-2.3654
550,Josh Smith,LAC,1990,-2.8863,0.5106,-2.3757
551,Ersan Ilyasova,TOT,8270,-1.2565,-1.1437,-2.4002
552,Ersan Ilyasova,DET,6284,-1.5838,-0.901,-2.4848
553,Jerryd Bayless,MIL,6374,-0.8661,-1.6436,-2.5097
554,Derrick Williams,NYK,6095,-1.0801,-1.4906,-2.5707
555,D'Angelo Russell,LAL,9772,-1.6153,-0.9671,-2.5825
556,Matt Barnes,MEM,9356,-0.9626,-1.7573,-2.7199
557,Shabazz Muhammad,MIN,7261,-1.0723,-1.6679,-2.7401
558,Nik Stauskas,PHI,8068,-1.5901,-1.1746,-2.7647
559,Mo Williams,CLE,3149,-2.3775,-0.4507,-2.8283
560,Bobby Portis,CHI,4685,-0.1809,-2.6613,-2.8423
561,Ryan Hollins,TOT,1923,-1.235,-1.6437,-2.8787
562,Sean Kilpatrick,TOT,2727,-0.004,-2.8782,-2.8822
563,Omer Asik,NOP,5018,-1.6952,-1.1938,-2.889
564,Ty Lawson,TOT,6401,-2.0323,-0.8709,-2.9032
565,Gary Neal,WAS,3583,-0.5322,-2.4337,-2.9659
566,Julius Randle,LAL,9914,-0.4076,-2.5618,-2.9695
567,Ryan Hollins,MEM,1718,-1.3271,-1.8014,-3.1285
568,Markel Brown,BRK,4270,-0.5815,-2.5604,-3.1419
569,Brandon Rush,GSW,4678,-0.0455,-3.1186,-3.1641
570,Sean Kilpatrick,BRK,2357,-0.0383,-3.2982,-3.3365
571,James Michael McAdoo,GSW,1179,-1.7292,-1.6238,-3.353
572,Roy Hibbert,LAL,8089,-2.1053,-1.2507,-3.356
573,Nick Young,LAL,4469,-2.2887,-1.1003,-3.389
574,Ty Lawson,HOU,5367,-2.4243,-1.1278,-3.5521
575,Isaiah Canaan,PHI,8683,-2.0626,-1.5051,-3.5677
576,Tyson Chandler,PHO,7113,-3.4167,-0.3488,-3.7655
577,Terrence Jones,HOU,4681,-1.2994,-2.978,-4.2774
578,Jahlil Okafor,PHI,6805,-2.9166,-2.1939,-5.1105
